0.01,163.87,40.75,88.12,5.43,7.60,0.33,0.05,0.11,0.17,39.69,32.06,18.75,0.05,1.08,0.72,0.10,0.38,0.59,0.71
0.02,183.37,1.87,11.63,0.28,1.80,9.63,0.00,0.00,0.01,0.88,6.50,52.25,0.04,0.17,0.03,0.03,0.01,0.10,0.99
0.03,183.37,1.87,11.63,0.27,1.79,9.57,0.01,0.00,0.00,0.88,6.50,52.25,0.05,0.18,0.02,0.03,0.01,0.10,0.99
0.04,183.37,1.87,11.56,0.30,1.74,9.56,0.01,0.01,0.01,0.88,6.50,52.25,0.01,0.22,0.03,0.03,0.01,0.10,0.99
0.05,183.37,1.87,11.56,0.29,1.76,9.55,0.00,0.00,0.00,0.19,7.25,53.06,0.02,0.20,0.04,0.03,0.01,0.10,0.99
0.06,183.37,1.87,11.56,0.36,1.84,9.48,0.01,0.01,0.02,0.19,7.25,53.06,0.03,0.12,0.11,0.03,0.01,0.10,0.99
0.07,183.44,1.87,11.56,0.33,1.78,9.52,0.00,0.01,0.02,0.56,6.19,52.69,0.01,0.23,0.06,0.03,0.01,0.10,0.99
0.08,183.44,1.87,11.56,0.33,1.83,9.58,0.00,0.02,0.05,0.56,6.19,52.69,0.00,0.12,0.01,0.03,0.01,0.10,0.99
0.10,183.50,1.87,11.50,0.43,1.92,9.60,0.00,0.01,0.00,1.69,6.50,52.75,0.10,0.03,0.00,0.03,0.01,0.10,0.99
0.11,183.50,1.94,11.50,0.33,1.74,9.54,0.01,0.01,0.01,1.69,6.50,52.75,0.00,0.21,0.05,0.03,0.01,0.10,0.99
0.12,183.56,1.94,11.50,0.33,1.75,9.58,0.00,0.00,0.04,0.19,6.19,52.69,0.01,0.13,0.03,0.03,0.01,0.10,0.99
0.13,183.62,1.94,11.50,0.36,1.89,9.60,0.00,0.01,0.07,0.19,6.19,52.69,0.04,0.01,0.02,0.03,0.01,0.10,0.99
