1,9,0
33,14,1
0,8,0
0,7,0
0,7,0
0,8,0
0,9,0
0,7,0
15,8,0
0,7,0
3,8,0
0,8,0
2,7,0
2,8,0
0,8,0
0,8,0
0,9,0
0,10,0
0,8,0
0,7,0
0,8,0
0,8,0
0,8,0
0,8,0
0,9,0
0,8,0
1,9,0
0,9,0
0,8,0
0,8,0
0,7,0
0,7,0
5,8,0
0,8,0
0,8,0
0,9,0
0,8,0
0,7,0
0,8,0
0,8,0
0,8,0
0,7,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,9,0
0,9,0
0,9,0
0,9,0
0,10,0
0,10,0
0,9,0
0,9,0
0,9,0
0,9,0
0,9,0
0,8,0
0,8,0
0,8,0
0,7,0
0,9,0
0,8,0
0,7,0
0,8,0
0,8,0
0,8,0
0,8,0
0,9,0
6,8,0
2,9,0
5,11,0
3,8,0
0,9,0
1,8,0
13,9,0
15,8,0
9,8,0
16,9,0
7,9,0
1,9,1
3,10,0
0,10,1
1,8,1
1,10,3
0,9,2
0,9,0
0,11,3
0,9,3
0,15,1
0,7,1
0,8,1
2,7,5
11,7,0
38,7,0
116,8,3
252,10,5
431,9,5
479,8,5
452,8,3
520,8,0
541,9,4
492,9,1
499,10,2
604,9,4
546,8,1
586,8,2
572,8,4
547,8,0
569,8,1
494,8,0
561,9,1
450,9,1
457,8,0
425,8,0
402,8,2
522,7,1
410,7,0
246,8,1
121,9,0
80,8,0
27,7,0
8,7,0
0,8,0
0,8,0
0,7,0
0,7,0
0,9,0
0,10,0
0,9,0
1,9,0
0,9,0
2,8,0
0,8,0
0,10,0
0,14,1
0,21,6
0,57,27
2,131,73
6,317,194
6,495,316
10,468,285
19,558,354
16,564,340
8,603,350
18,532,349
14,420,239
22,558,343
17,491,285
16,538,270
10,491,232
2,450,203
9,338,185
3,232,143
12,304,144
3,321,123
4,269,95
0,163,86
1,158,89
1,130,73
0,124,63
0,106,59
0,93,67
0,97,58
0,75,25
0,26,0
0,13,2
0,17,11
0,30,37
0,20,9
0,21,7
0,17,3
0,18,7
0,23,23
5,24,35
1,36,28
0,47,38
0,18,4
0,20,3
0,14,2
0,20,9
5,21,20
0,31,29
0,35,33
2,25,11
0,24,23
0,17,5
1,15,0
0,18,0
0,14,0
0,16,0
0,13,0
0,10,0
2,15,0
0,23,0
2,11,0
0,7,0
6,7,0
0,7,0
0,10,0
0,7,0
0,7,0
0,8,0
0,8,0
0,8,0
0,8,0
0,7,0
0,8,0
0,9,0
0,7,0
0,7,0
