time,shoulder_flex_angle_filt,shoulder_add_angle_filt,elbow_flex_angle_filt,lumbar_angle_filt,shoulder_flex_vel_filt,shoulder_add_vel_filt,elbow_flex_vel_filt,lumbar_vel_filt,shoulder_flex_acc_filt,shoulder_add_acc_filt,elbow_flex_acc_filt,lumbar_acc_filt
0.02,-0.4360658813743198,-0.07898168018732565,0.4439155000190952,-0.18297391519672818,2.9249640007837665,0.31467867357612106,0.08154045240109331,1.983006422329339,39.22683198175891,-3.916621293839208,-10.641430038633121,23.27527151568157
0.03,-0.20215601460427976,-0.1456533042344541,0.4225809754388118,-0.23192543976123423,7.2665806628136425,-0.1320169925540407,-0.2609062345742347,1.667891280735595,31.275656454176676,-8.54426554448161,-12.54285976926749,-6.879464471720648
0.04,0.048307403775852534,-0.21074050623354804,0.40125761177772035,-0.27029589895953393,11.50407248657894,-0.5773842414898721,-0.6102350448526163,1.3165777618204522,20.84722252068729,-13.029808553973302,-13.966465408461316,-38.07728668869539
0.05,0.31579163615986505,-0.27359983773664376,0.37995485139800667,-0.29988786863564326,15.511368308085046,-1.015680704864646,-0.9601821104439651,0.8780209077789247,7.058881919295643,-17.265844910690102,-14.794855583434092,-70.35658955596296
0.06,0.599859859523238,-0.333662245116346,0.35867606264977403,-0.3230270096349643,19.162667312074067,-1.4417505245524835,-1.304046681357923,0.29969924376033846,-10.853717330987182,-21.148626073583856,-14.927511708841324,-103.71008703307648
0.07,0.8990521107793122,-0.39045093652849416,0.3374214200934818,-0.3425583118665647,22.33577061176607,-1.851186228144779,-1.6348219297476563,-0.47090143949637225,-33.498774109333226,-24.581453011162267,-14.285759127661263,-138.07574725863938
0.08,1.2107980732632926,-0.4435971779487121,0.3161910319699807,-0.36183148576974156,24.915367225940038,-2.240448766442521,-1.945339582976797,-1.4847429206754366,-61.29589480185061,-27.477949200394995,-12.817191728377278,-173.32927174169467
0.09,1.5313674247566043,-0.49285347318199396,0.29498820575612295,-0.38467474281129405,26.79618060730845,-2.606940440193187,-2.2284263123368016,-2.789669647546623,-94.45050467154346,-29.76510944582095,-10.499357791315157,-209.27854409139385
0.1,1.8558621632839032,-0.5381036262710955,0.2738227480902217,-0.41535633351575935,27.88588804962705,-2.949028585191199,-2.47706975356402,-4.428867803714653,-132.93622870854358,-31.386030315922604,-7.342536315447627,-245.66040991034527
0.11,2.1782537784446867,-0.5793692524348215,0.2527141985352228,-0.458533395732604,28.107733598247215,-3.26602104438964,-2.6845919251361026,-6.4393928604118225,-176.48600577301886,-32.302240055772565,-3.3914605694578994,-282.1400688638528
