time,eul_z_sensor1,eul_y_sensor1,eul_x_sensor1,gyro_x_sensor1,gyro_y_sensor1,gyro_z_sensor1,linacc_x_sensor1,linacc_y_sensor1,linacc_z_sensor1,quat_w_sensor1,quat_x_sensor1,quat_y_sensor1,quat_z_sensor1,time,eul_z_sensor2,eul_y_sensor2,eul_x_sensor2,gyro_x_sensor2,gyro_y_sensor2,gyro_z_sensor2,linacc_x_sensor2,linacc_y_sensor2,linacc_z_sensor2,quat_w_sensor2,quat_x_sensor2,quat_y_sensor2,quat_z_sensor2,time,eul_z_sensor3,eul_y_sensor3,eul_x_sensor3,gyro_x_sensor3,gyro_y_sensor3,gyro_z_sensor3,linacc_x_sensor3,linacc_y_sensor3,linacc_z_sensor3,quat_w_sensor3,quat_x_sensor3,quat_y_sensor3,quat_z_sensor3,time,eul_z_sensor4,eul_y_sensor4,eul_x_sensor4,gyro_x_sensor4,gyro_y_sensor4,gyro_z_sensor4,linacc_x_sensor4,linacc_y_sensor4,linacc_z_sensor4,quat_w_sensor4,quat_x_sensor4,quat_y_sensor4,quat_z_sensor4
1.27,9.81,88.19,179.87,0.0,0.0,0.0,0.1,0.06,0.07,0.69,0.06,0.72,0.06,1.27,356.25,87.94,179.81,0.0,0.0,0.0,0.3,0.02,0.0,0.69,0.03,0.72,0.02,1.27,10.13,80.5,98.19,0.0,0.0,0.0,0.05,0.02,0.0,0.7,0.18,0.69,0.06,1.27,6.06,32.31,38.5,0.06,1.16,0.87,1.21,0.21,0.97,0.91,0.3,0.28,0.05
1.28,9.81,88.19,179.87,0.0,0.0,0.0,0.1,0.05,0.08,0.69,0.06,0.72,0.06,1.28,356.25,87.94,179.81,0.0,0.0,0.0,0.28,0.02,0.01,0.69,0.03,0.72,0.02,1.28,10.13,80.5,98.19,0.0,0.0,0.0,0.05,0.05,0.01,0.7,0.18,0.69,0.06,1.28,6.62,34.0,38.69,0.15,1.19,0.91,1.29,0.17,0.49,0.91,0.3,0.29,0.05
1.29,9.81,88.19,179.87,0.0,0.0,0.0,0.1,0.06,0.09,0.69,0.06,0.72,0.06,1.29,356.25,87.94,179.81,0.0,0.0,0.0,0.31,0.03,0.0,0.69,0.03,0.72,0.02,1.29,10.13,80.5,98.19,0.0,0.0,0.0,0.05,0.04,0.0,0.7,0.18,0.69,0.06,1.29,7.25,35.63,38.75,0.01,1.14,0.91,0.39,1.79,2.2,0.9,0.3,0.3,0.06
1.31,9.81,88.19,179.87,0.0,0.0,0.0,0.1,0.05,0.07,0.69,0.06,0.72,0.06,1.31,356.25,87.94,179.81,0.0,0.0,0.0,0.3,0.02,0.0,0.69,0.03,0.72,0.02,1.31,10.13,80.5,98.19,0.0,0.0,0.0,0.06,0.03,0.0,0.7,0.18,0.69,0.06,1.31,8.06,38.0,38.13,0.14,0.59,0.65,0.48,2.01,0.83,0.9,0.29,0.32,0.06
1.32,9.81,88.19,179.87,0.0,0.0,0.0,0.09,0.04,0.1,0.69,0.06,0.72,0.06,1.32,356.25,87.94,179.81,0.0,0.0,0.0,0.3,0.0,0.01,0.69,0.03,0.72,0.02,1.32,10.13,80.5,98.19,0.0,0.0,0.0,0.07,0.02,0.02,0.7,0.18,0.69,0.06,1.32,8.56,38.81,38.19,0.19,0.47,0.51,0.09,0.75,0.07,0.9,0.29,0.33,0.07
1.34,9.81,88.19,179.87,0.0,0.0,0.0,0.08,0.06,0.07,0.69,0.06,0.72,0.06,1.34,356.25,87.94,179.81,0.0,0.0,0.0,0.31,0.01,0.02,0.69,0.03,0.72,0.02,1.34,10.13,80.5,98.19,0.0,0.0,0.0,0.06,0.01,0.0,0.7,0.18,0.69,0.06,1.34,9.25,40.06,38.69,0.09,0.25,0.32,0.26,0.99,0.87,0.89,0.3,0.34,0.07
1.35,9.81,88.19,179.87,0.0,0.0,0.0,0.11,0.07,0.08,0.69,0.06,0.72,0.06,1.35,356.25,87.94,179.81,0.0,0.0,0.0,0.31,0.02,0.01,0.69,0.03,0.72,0.02,1.35,10.13,80.5,98.19,0.0,0.0,0.0,0.04,0.03,0.01,0.7,0.18,0.69,0.06,1.35,9.56,40.5,38.63,0.05,0.17,0.25,0.15,1.18,0.68,0.89,0.3,0.34,0.07
1.36,9.81,88.19,179.87,0.0,0.0,0.0,0.1,0.06,0.07,0.69,0.06,0.72,0.06,1.36,356.25,87.94,179.81,0.0,0.0,0.0,0.3,0.03,0.0,0.69,0.03,0.72,0.02,1.36,10.13,80.5,98.19,0.0,0.0,0.0,0.05,0.04,0.01,0.7,0.18,0.69,0.06,1.36,9.63,40.69,38.44,0.06,0.07,0.14,0.19,1.22,0.3,0.89,0.29,0.34,0.08
1.37,9.81,88.19,179.87,0.0,0.0,0.0,0.1,0.04,0.06,0.69,0.06,0.72,0.06,1.37,356.25,87.94,179.81,0.0,0.0,0.0,0.28,0.02,0.0,0.69,0.03,0.72,0.02,1.37,10.13,80.5,98.19,0.0,0.01,0.0,0.04,0.03,0.0,0.7,0.18,0.69,0.06,1.37,9.75,40.75,38.56,0.22,0.01,0.0,0.1,0.55,0.33,0.89,0.29,0.34,0.08
1.38,9.81,88.19,179.87,0.0,0.0,0.0,0.09,0.02,0.06,0.69,0.06,0.72,0.06,1.38,356.25,87.94,179.81,0.0,0.0,0.0,0.3,0.01,0.01,0.69,0.03,0.72,0.02,1.38,10.13,80.5,98.19,0.0,0.0,0.0,0.04,0.02,0.0,0.7,0.18,0.69,0.06,1.38,9.81,40.75,38.81,0.21,0.01,0.02,0.26,0.17,0.51,0.89,0.3,0.34,0.08
1.4,9.81,88.19,179.87,0.0,0.0,0.0,0.1,0.06,0.09,0.69,0.06,0.72,0.06,1.4,356.25,87.94,179.81,0.0,0.0,0.0,0.3,0.02,0.01,0.69,0.03,0.72,0.02,1.4,10.13,80.5,98.19,0.0,0.0,0.0,0.04,0.04,0.0,0.7,0.18,0.69,0.06,1.4,9.81,40.69,39.06,0.01,0.01,0.03,0.18,0.38,0.37,0.89,0.3,0.34,0.08
1.41,9.81,88.19,179.87,0.0,0.0,0.0,0.11,0.05,0.1,0.69,0.06,0.72,0.06,1.41,356.25,87.94,179.81,0.0,0.0,0.0,0.3,0.02,0.02,0.69,0.03,0.72,0.02,1.41,10.13,80.5,98.19,0.0,0.0,0.0,0.02,0.04,0.01,0.7,0.18,0.69,0.06,1.41,9.88,40.69,39.06,0.01,0.0,0.04,0.21,0.29,0.27,0.89,0.3,0.34,0.08
1.43,9.81,88.19,179.87,0.0,0.0,0.0,0.09,0.04,0.07,0.69,0.06,0.72,0.06,1.43,356.25,87.94,179.81,0.0,0.0,0.0,0.29,0.01,0.0,0.69,0.03,0.72,0.02,1.43,10.13,80.5,98.19,0.0,0.0,0.0,0.05,0.02,0.0,0.7,0.18,0.69,0.06,1.43,9.81,40.56,38.88,0.02,0.07,0.03,0.02,0.62,0.13,0.89,0.3,0.34,0.08
1.44,9.81,88.19,179.87,0.0,0.0,0.0,0.09,0.05,0.09,0.69,0.06,0.72,0.06,1.44,356.25,87.94,179.81,0.0,0.0,0.0,0.29,0.02,0.0,0.69,0.03,0.72,0.02,1.44,10.13,80.5,98.19,0.0,0.0,0.0,0.06,0.05,0.01,0.7,0.18,0.69,0.06,1.44,9.88,40.5,38.75,0.02,0.07,0.05,0.04,0.28,0.5,0.89,0.3,0.34,0.08
1.47,9.81,88.19,179.87,0.0,0.0,0.0,0.08,0.06,0.06,0.69,0.06,0.72,0.06,1.47,356.25,87.94,179.81,0.0,0.0,0.0,0.3,0.02,0.0,0.69,0.03,0.72,0.02,1.47,10.13,80.5,98.19,0.0,0.0,0.0,0.04,0.03,0.0,0.7,0.18,0.69,0.06,1.47,9.88,40.31,38.75,0.08,0.05,0.0,0.18,0.32,0.32,0.89,0.3,0.34,0.08
1.48,9.81,88.19,179.87,0.0,0.0,0.0,0.08,0.05,0.08,0.69,0.06,0.72,0.06,1.48,356.25,87.94,179.81,0.0,0.0,0.0,0.3,0.02,0.0,0.69,0.03,0.72,0.02,1.48,10.13,80.5,98.19,0.0,0.0,0.0,0.05,0.03,0.02,0.7,0.18,0.69,0.06,1.48,9.88,40.25,38.63,0.03,0.04,0.0,0.16,0.35,0.4,0.89,0.3,0.34,0.08
1.49,9.81,88.19,179.87,0.0,0.0,0.0,0.09,0.07,0.1,0.69,0.06,0.72,0.06,1.49,356.25,87.94,179.81,0.0,0.0,0.0,0.3,0.03,0.01,0.69,0.03,0.72,0.02,1.49,10.13,80.5,98.19,0.0,0.0,0.0,0.05,0.02,0.0,0.7,0.18,0.69,0.06,1.49,9.94,40.19,38.5,0.07,0.02,0.01,0.17,0.01,0.29,0.89,0.3,0.34,0.08
1.51,9.81,88.19,179.87,0.0,0.0,0.0,0.1,0.05,0.07,0.69,0.06,0.72,0.06,1.51,356.25,87.94,179.81,0.0,0.0,0.0,0.3,0.03,0.02,0.69,0.03,0.72,0.02,1.51,10.13,80.5,98.19,0.0,0.0,0.0,0.04,0.03,0.01,0.7,0.18,0.69,0.06,1.51,10.06,40.12,38.56,0.0,0.01,0.02,0.11,0.2,0.23,0.89,0.3,0.34,0.08
1.53,9.81,88.19,179.87,0.0,0.0,0.0,0.11,0.04,0.07,0.69,0.06,0.72,0.06,1.53,356.25,87.94,179.81,0.0,0.0,0.0,0.31,0.03,0.0,0.69,0.03,0.72,0.02,1.53,10.13,80.5,98.19,0.0,0.0,0.0,0.04,0.04,0.01,0.7,0.18,0.69,0.06,1.53,10.06,40.19,38.44,0.03,0.01,0.0,0.01,0.48,0.31,0.89,0.3,0.34,0.08
1.54,9.81,88.19,179.87,0.0,0.0,0.0,0.12,0.06,0.09,0.69,0.06,0.72,0.06,1.54,356.25,87.94,179.81,0.0,0.0,0.0,0.31,0.01,0.0,0.69,0.03,0.72,0.02,1.54,10.13,80.5,98.19,0.0,0.0,0.0,0.02,0.0,0.0,0.7,0.18,0.69,0.06,1.54,10.06,40.12,38.5,0.04,0.01,0.04,0.02,0.08,0.11,0.89,0.3,0.34,0.08
1.55,9.81,88.19,179.87,0.0,0.0,0.0,0.1,0.02,0.09,0.69,0.06,0.72,0.06,1.55,356.25,87.94,179.81,0.0,0.0,0.0,0.3,0.02,0.0,0.69,0.03,0.72,0.02,1.55,10.13,80.5,98.19,0.0,0.0,0.0,0.01,0.03,0.0,0.7,0.18,0.69,0.06,1.55,10.06,40.06,38.56,0.05,0.04,0.07,0.1,0.02,0.38,0.89,0.3,0.34,0.08
1.56,9.81,88.19,179.87,0.0,0.0,0.0,0.1,0.04,0.06,0.69,0.06,0.72,0.06,1.56,356.25,87.94,179.81,0.0,0.0,0.0,0.3,0.01,0.01,0.69,0.03,0.72,0.02,1.56,10.13,80.5,98.19,0.0,0.0,0.0,0.01,0.0,0.03,0.7,0.18,0.69,0.06,1.56,10.0,40.0,38.63,0.01,0.04,0.06,0.3,0.09,0.15,0.89,0.3,0.34,0.08
1.59,9.81,88.19,179.87,0.0,0.0,0.0,0.1,0.06,0.06,0.69,0.06,0.72,0.06,1.59,356.25,87.94,179.81,0.0,0.0,0.0,0.31,0.01,0.0,0.69,0.03,0.72,0.02,1.59,10.13,80.5,98.19,0.0,0.0,0.0,0.05,0.01,0.01,0.7,0.18,0.69,0.06,1.59,9.94,39.69,38.56,0.08,0.03,0.03,0.23,0.17,0.3,0.89,0.3,0.33,0.08
1.6,9.81,88.19,179.87,0.0,0.0,0.0,0.09,0.05,0.07,0.69,0.06,0.72,0.06,1.6,356.25,87.94,179.81,0.0,0.0,0.0,0.27,0.01,0.0,0.69,0.03,0.72,0.02,1.6,10.13,80.5,98.19,0.0,0.0,0.0,0.05,0.04,0.01,0.7,0.18,0.69,0.06,1.6,10.0,39.63,38.56,0.08,0.05,0.03,0.01,0.28,0.32,0.89,0.3,0.33,0.08
1.63,9.81,88.19,179.87,0.0,0.0,0.0,0.1,0.05,0.07,0.69,0.06,0.72,0.06,1.63,356.25,87.94,179.81,0.0,0.0,0.0,0.3,0.02,0.01,0.69,0.03,0.72,0.02,1.63,10.13,80.5,98.19,0.0,0.0,0.0,0.04,0.03,0.03,0.7,0.18,0.69,0.06,1.63,10.06,39.38,38.56,0.07,0.05,0.02,0.08,0.14,0.34,0.89,0.3,0.33,0.08
1.64,9.81,88.19,179.87,0.0,0.0,0.0,0.1,0.06,0.09,0.69,0.06,0.72,0.06,1.64,356.25,87.94,179.81,0.0,0.0,0.0,0.3,0.01,0.0,0.69,0.03,0.72,0.02,1.64,10.13,80.5,98.19,0.0,0.0,0.0,0.07,0.02,0.01,0.7,0.18,0.69,0.06,1.64,10.06,39.25,38.5,0.05,0.06,0.02,0.15,0.31,0.35,0.89,0.3,0.33,0.08
1.66,9.81,88.19,179.87,0.0,0.0,0.0,0.11,0.04,0.07,0.69,0.06,0.72,0.06,1.66,356.25,87.94,179.81,0.0,0.0,0.0,0.3,0.01,0.0,0.69,0.03,0.72,0.02,1.66,10.13,80.5,98.19,0.0,0.0,0.0,0.07,0.02,0.03,0.7,0.18,0.69,0.06,1.66,10.19,39.13,38.56,0.13,0.04,0.0,0.06,0.09,0.17,0.89,0.3,0.33,0.08
1.67,9.81,88.19,179.87,0.0,0.0,0.0,0.11,0.05,0.09,0.69,0.06,0.72,0.06,1.67,356.25,87.94,179.81,0.0,0.0,0.0,0.31,0.02,0.0,0.69,0.03,0.72,0.02,1.67,10.13,80.5,98.19,0.0,0.0,0.0,0.04,0.03,0.0,0.7,0.18,0.69,0.06,1.67,10.25,39.06,38.63,0.11,0.05,0.02,0.09,0.17,0.21,0.89,0.3,0.33,0.08
1.68,9.81,88.19,179.87,0.0,0.0,0.0,0.1,0.05,0.09,0.69,0.06,0.72,0.06,1.68,356.25,87.94,179.81,0.0,0.0,0.0,0.29,0.03,0.0,0.69,0.03,0.72,0.02,1.68,10.13,80.5,98.19,0.0,0.0,0.0,0.05,0.03,0.0,0.7,0.18,0.69,0.06,1.68,10.38,39.06,38.63,0.1,0.06,0.03,0.08,0.16,0.19,0.89,0.3,0.33,0.08
1.69,9.81,88.19,179.87,0.0,0.0,0.0,0.09,0.04,0.1,0.69,0.06,0.72,0.06,1.69,356.25,87.94,179.81,0.0,0.0,0.0,0.3,0.01,0.01,0.69,0.03,0.72,0.02,1.69,10.13,80.5,98.19,0.0,0.0,0.0,0.03,0.03,0.0,0.7,0.18,0.69,0.06,1.69,10.44,39.0,38.69,0.13,0.06,0.04,0.17,0.1,0.28,0.89,0.3,0.33,0.08
1.7,9.81,88.19,179.87,0.0,0.0,0.0,0.11,0.04,0.05,0.69,0.06,0.72,0.06,1.7,356.25,87.94,179.81,0.0,0.0,0.0,0.3,0.02,0.0,0.69,0.03,0.72,0.02,1.7,10.13,80.5,98.19,0.0,0.0,0.0,0.05,0.02,0.01,0.7,0.18,0.69,0.06,1.7,10.63,38.94,38.75,0.14,0.07,0.06,0.1,0.01,0.23,0.89,0.3,0.32,0.08
1.71,9.81,88.19,179.87,0.0,0.0,0.0,0.11,0.05,0.06,0.69,0.06,0.72,0.06,1.71,356.25,87.94,179.81,0.0,0.0,0.0,0.32,0.03,0.0,0.69,0.03,0.72,0.02,1.71,10.13,80.5,98.19,0.0,0.0,0.0,0.05,0.05,0.0,0.7,0.18,0.69,0.06,1.71,10.75,38.94,38.75,0.13,0.08,0.07,0.12,0.08,0.14,0.89,0.3,0.32,0.08
1.72,9.81,88.19,179.87,0.0,0.0,0.0,0.1,0.08,0.08,0.69,0.06,0.72,0.06,1.72,356.25,87.94,179.81,0.0,0.0,0.0,0.3,0.02,0.01,0.69,0.03,0.72,0.02,1.72,10.13,80.5,98.19,0.0,0.0,0.0,0.04,0.03,0.0,0.7,0.18,0.69,0.06,1.72,10.81,38.94,38.75,0.12,0.09,0.07,0.13,0.15,0.21,0.89,0.3,0.32,0.09
1.73,9.81,88.19,179.87,0.0,0.0,0.0,0.11,0.03,0.07,0.69,0.06,0.72,0.06,1.73,356.25,87.94,179.81,0.0,0.0,0.0,0.29,0.02,0.01,0.69,0.03,0.72,0.02,1.73,10.13,80.5,98.19,0.0,0.0,0.0,0.06,0.03,0.02,0.7,0.18,0.69,0.06,1.73,11.0,38.88,38.75,0.17,0.09,0.07,0.05,0.04,0.25,0.89,0.3,0.32,0.09
1.74,9.81,88.19,179.87,0.0,0.0,0.0,0.09,0.05,0.08,0.69,0.06,0.72,0.06,1.74,356.25,87.94,179.81,0.0,0.0,0.0,0.3,0.03,0.0,0.69,0.03,0.72,0.02,1.74,10.13,80.5,98.19,0.0,0.0,0.0,0.06,0.03,0.01,0.7,0.18,0.69,0.06,1.74,11.19,38.81,38.81,0.17,0.09,0.07,0.0,0.16,0.25,0.89,0.31,0.32,0.09
1.76,9.81,88.19,179.87,0.0,0.0,0.0,0.1,0.04,0.09,0.69,0.06,0.72,0.06,1.76,356.25,87.94,179.81,0.0,0.0,0.0,0.31,0.02,0.0,0.69,0.03,0.72,0.02,1.76,10.13,80.5,98.19,0.0,0.0,0.0,0.07,0.02,0.0,0.7,0.18,0.69,0.06,1.76,11.5,38.75,38.88,0.18,0.07,0.05,0.0,0.15,0.19,0.89,0.31,0.32,0.09
1.77,9.81,88.19,179.87,0.0,0.0,0.0,0.09,0.05,0.06,0.69,0.06,0.72,0.06,1.77,356.25,87.94,179.81,0.0,0.0,0.0,0.3,0.01,0.04,0.69,0.03,0.72,0.02,1.77,10.13,80.5,98.19,0.0,0.0,0.0,0.06,0.03,0.01,0.7,0.18,0.69,0.06,1.77,11.69,38.69,39.0,0.19,0.07,0.05,0.03,0.12,0.14,0.89,0.31,0.32,0.09
1.79,9.81,88.19,179.87,0.0,0.0,0.0,0.11,0.06,0.1,0.69,0.06,0.72,0.06,1.79,356.25,87.94,179.81,0.0,0.0,0.0,0.29,0.01,0.0,0.69,0.03,0.72,0.02,1.79,10.13,80.5,98.19,0.0,0.0,0.0,0.05,0.03,0.0,0.7,0.18,0.69,0.06,1.79,12.0,38.69,39.19,0.13,0.09,0.06,0.0,0.3,0.24,0.89,0.31,0.32,0.09
1.8,9.81,88.19,179.87,0.0,0.01,0.0,0.1,0.05,0.08,0.69,0.06,0.72,0.06,1.8,356.25,87.94,179.81,0.0,0.0,0.0,0.3,0.01,0.02,0.69,0.03,0.72,0.02,1.8,10.13,80.5,98.19,0.0,0.0,0.0,0.06,0.01,0.0,0.7,0.18,0.69,0.06,1.8,12.13,38.63,39.19,0.15,0.07,0.05,0.02,0.23,0.15,0.89,0.31,0.32,0.09
1.81,9.81,88.19,179.87,0.0,0.0,0.0,0.11,0.04,0.08,0.69,0.06,0.72,0.06,1.81,356.25,87.94,179.81,0.0,0.0,0.0,0.3,0.02,0.01,0.69,0.03,0.72,0.02,1.81,10.13,80.5,98.19,0.0,0.0,0.0,0.03,0.02,0.0,0.7,0.18,0.69,0.06,1.81,12.25,38.63,39.25,0.16,0.06,0.05,0.0,0.27,0.15,0.89,0.31,0.32,0.1
1.82,9.81,88.19,179.87,0.0,0.0,0.0,0.09,0.05,0.08,0.69,0.06,0.72,0.06,1.82,356.25,87.94,179.81,0.0,0.0,0.0,0.3,0.02,0.02,0.69,0.03,0.72,0.02,1.82,10.13,80.5,98.19,0.0,0.0,0.0,0.04,0.04,0.01,0.7,0.18,0.69,0.06,1.82,12.37,38.63,39.31,0.14,0.05,0.05,0.07,0.26,0.07,0.89,0.31,0.32,0.1
1.83,9.81,88.19,179.87,0.0,0.0,0.0,0.11,0.07,0.08,0.69,0.06,0.72,0.06,1.83,356.25,87.94,179.81,0.0,0.0,0.0,0.28,0.02,0.0,0.69,0.03,0.72,0.02,1.83,10.13,80.5,98.19,0.0,0.0,0.0,0.06,0.03,0.0,0.7,0.18,0.69,0.06,1.83,12.63,38.63,39.38,0.13,0.05,0.05,0.03,0.27,0.03,0.89,0.31,0.32,0.1
