time,shoulder_flex_angle_filt,shoulder_add_angle_filt,elbow_flex_angle_filt,lumbar_angle_filt,shoulder_flex_vel_filt,shoulder_add_vel_filt,elbow_flex_vel_filt,lumbar_vel_filt,shoulder_flex_acc_filt,shoulder_add_acc_filt,elbow_flex_acc_filt,lumbar_acc_filt
0.02,-0.2632356460656823,0.01753863049349614,0.45771687303426645,0.19192562238031124,0.9534665084238572,-0.11681877906343419,-0.7180843029686707,0.8778954651321823,6.729644497725175,-5.661882417739877,-2.120614603604696,-7.386629514033461
0.03,0.08711027695084307,-0.38925316454092407,0.44319874493869854,-0.40501072833841983,6.014447289664442,-6.53196107472971,-0.6374285180058241,-9.88794054180256,35.55033410859149,-55.85126510996776,6.054862534857543,-106.69871758415097
0.04,0.4396434793336184,-0.7971780192880545,0.4282719227163494,-1.00523375027272,10.983504246695356,-12.87685654167736,-0.5276366820828823,-20.58992675099397,63.11442665171147,-104.73014849279544,14.430858555852206,-204.06173090318973
0.05,0.7963365092712983,-1.2099271876146973,0.4135214029013903,-1.6171081294320766,15.795106099397017,-19.090598542226964,-0.37908636571831145,-31.15185956644312,88.71933650335492,-151.27365504130373,22.88177287375079,-297.5869989218085
0.06,1.1590192194849802,-1.631213615761979,0.39962862880529537,-2.2491305236900843,20.387594142183882,-25.115795530560895,-0.18310223796660474,-41.501365441483564,111.73795455371202,-194.5309852356227,31.26672402157166,-385.4880865059056
0.07,1.5292811300477185,-2.0646289115705767,0.3873596859857239,-2.9096483452613717,24.70490564490984,-30.89995434590794,0.06763455034559766,-51.571234567504305,131.64201809137958,-233.6558341345692,39.4311725798235,-466.1331778736001
0.08,1.908388790344004,-2.5135113331101184,0.37754894360838737,-3.60659121762481,28.698115380707662,-36.3966881251805,0.37870475534712134,-61.30055036920089,148.02129717352975,-267.9323897364766,47.20909992590492,-538.0908851991303
0.09,2.297222220099198,-2.980830158905682,0.3710782852187982,-4.3472247542590186,32.3267423823626,-41.56670923822104,0.7536116708569829,-70.6355824657394,160.59774270181921,-296.79588554504426,54.42574925231967,-600.1677937220832
0.1,2.6962335038795975,-3.469090838915276,0.3688522647642998,-5.1379350913927295,35.55978047516218,-46.37857915715326,1.193497236887849,-79.53042449730754,169.2340066794783,-319.8469784768933,60.90091667623597,-651.4365201758527
0.11,3.1054294513353145,-3.980264176765705,0.3717697199994582,-5.984051074448081,38.376423431984236,-50.80919894310113,1.6969251865685069,-87.94737147098108,173.9360284274708,-336.85954107258317,66.45275979817542,-691.2535554502498
0.12,3.5243789780525647,-4.5157415250353266,0.3806925674235123,-6.889709224393285,40.766467996637324,-54.84403530071666,2.2597407499434166,-95.85704312592135,174.8496645114779,-347.78177381720315,70.90206953373264,-719.2666539587264
0.13,3.9522445763122303,-5.076316657573165,0.39641268191492235,-7.857764680958388,42.73038995426354,-58.47708737338356,2.875014101380194,-103.23826968536495,172.25161013748382,-352.7308427011857,74.076929312809,-735.4119955047967
0.14,4.387836000622684,-5.6621936884710715,0.4196179213852102,-8.889749324764733,44.2790994787954,-61.71060828452493,3.5330721959080287,-110.07776397400893,166.5351039550048,-351.981515921828,75.81766474206124,-739.9017606467974
0.15,4.829683156773498,-6.273019205684495,0.45085848348448765,-9.985876310646832,45.433391873737826,-64.55460268868126,4.221620969417514,-116.36960918811994,158.19111744494498,-345.9495021636776,75.98196748838251,-733.203113209644
0.16,5.276124215976143,-6.907935739862288,0.49051486971794195,-11.145088386864748,46.223118367891054,-67.02612722333888,4.925957158305304,-122.11459474005515,147.7858978824319,-335.1703746746946,74.450060354328,-716.0098642757608
0.17,5.725404227311384,-7.56565284483553,0.5387687752459288,-12.365145708822778,46.686108741435945,-69.14842478968079,5.629266303684611,-127.31943380860862,135.93585625715605,-320.2750967407516,71.12975709122856,-689.2082958227493
0.18,6.17577900746089,-8.244531458227593,0.5955782142127137,-13.64274744855734,46.86688321529354,-70.949926148185,6.313000917840821,-131.9958958364971,123.2808667951631,-301.9632441117411,65.96126113048021,-653.8387482625856
0.19,6.625618864765262,-8.942676852630079,0.6606581261298798,-14.973680403633178,46.81519526181244,-72.46315354970838,6.957330375159178,-136.15988558623607,110.45707319960844,-280.9750496670458,58.92154266690228,-611.0546269779147
0.2,7.073506766781518,-9.658035375437894,0.733467585843574,-16.352987054028546,46.58444984593621,-73.72356121595908,7.541651908715699,-139.83049785749805,98.07028054577464,-258.06337825273715,50.02813379930119,-562.0804638516421
0.21,7.518325875501381,-10.388490290876115,0.8132045574376425,-17.775145119061456,46.230043164004954,-74.76834662507495,8.045150201746614,-143.02907392075298,86.6709545659275,-233.96667984823762,39.342186948752875,-508.1705882601725
0.22,7.959331931608286,-11.131952355255713,0.8988088935990688,-19.234250629825443,45.80767030675788,-75.63526493373087,8.447391506088614,-145.7782824286697,76.73175669275814,-209.38387287771727,26.970652581401165,-450.5698271870285
0.23,8.396206739649479,-11.88644124617199,0.9889739929679654,-20.724196843380458,45.37164653535004,-76.36147664795958,8.728937033503707,-148.10124426834886,68.62841946236803,-184.95198324901804,13.067448226833974,-390.4774762223573
0.24,8.829089951649816,-12.650154595239687,1.0821671998653555,-22.238841955638684,44.973286128126,-76.9824559914445,8.87195957635855,-150.0207176924431,62.624619100021505,-161.22721574816333,-2.166488401522462,-329.01557301336436
0.25,9.258587419783309,-13.421522106235434,1.176658679151522,-23.77215947848975,44.659380135124266,-77.53098443944283,8.860846936583501,-151.5583572316555,58.86133706208077,-138.6699700867312,-18.484344180691597,-267.20227308411864
0.26,9.685755533564171,-14.199243038370412,1.2705581432061657,-25.31836627917185,44.47081096901873,-78.03625069116897,8.682775780699757,-152.73405740208182,57.351026811458674,-117.63414143690036,-35.59582628199103,-205.93088540204454
0.27,10.112062113144964,-14.982306159307814,1.361858469858552,-26.872024573638594,44.44133766611219,-78.52307502247412,8.328239988091225,-153.56539008349338,57.97672284077369,-98.36087159262547,-53.17082985607354,-145.95488152839616
0.28,10.53932553593039,-15.76999208627265,1.448484951592286,-28.428115552775182,44.59658096885547,-79.01127255240442,7.791518403887329,-154.06714262160975,60.49605225368577,-80.97674831059638,-70.84436459377137,-87.87895661108266
0.29,10.969634769148167,-16.561858699212088,1.5283486776452382,-29.982083730276887,44.953232212041755,-79.51516651325548,7.071068122061768,-154.25096213004193,64.54994086980307,-65.49629253918663,-88.22269165285273,-32.156000670037635
0.3,11.40525381276785,-17.357710993522282,1.5994023877905004,-31.529852464047686,45.51850443936341,-80.04325916316107,6.169830975895831,-154.12511004777676,69.67565096244567,-51.82843092346308,-104.89058676706009,20.910358903716467
0.31,11.848514683024819,-18.157557313617648,1.6596970598569023,-33.06781235469205,46.289838338552,-80.59806454430479,5.095442762280594,-153.6943296499455,75.32365072543712,-39.786528039649376,-120.41961041336249,71.15815284727505
0.32,12.30170346070513,-18.96155435415301,1.7074375055250408,-34.59278531116329,47.25486956764463,-81.17610388636827,3.860336828473237,-152.95982782044018,80.87769989862137,-29.101452151971518,-134.37723270553116,118.55505178153498
0.33,12.766944082892778,-19.769943625015564,1.7410353457851595,-36.101967955333635,48.391657960578726,-81.76806110224881,2.4817359558604766,-151.91937089462127,85.67744427363556,-19.43707180604857,-146.33663017616564,163.18268815950313
0.34,13.246084482916705,-20.582982250446214,1.759157905976989,-37.59285869015685,49.669173058178416,-82.35909254368232,0.9815289333371727,-150.56749270911757,89.04274575996615,-10.40752922444343,-155.88694471874138,205.21814372075048
0.35,13.740589406710834,-21.40087101999901,1.7607717914759518,-39.06317317075435,51.0480245228659,-82.92928200677868,-0.6139692299313325,-148.89581111962187,90.29893513788599,-1.595610291700841,-162.64377252034362,244.91346516164884
0.36,14.251443790853363,-22.223682543033483,1.745180156372773,-40.51075309728647,52.481420374184076,-83.45422893796768,-2.2743718994584325,-146.89344716180608,88.80216153482984,7.4284708859608575,-166.25963355793783,282.57407558922483
0.37,14.779070019059118,-23.05129219694334,1.7120529367129416,-41.93347320671875,53.91633073750014,-83.90575493405666,-3.9656860682669848,-144.5475387602769,83.96402522617439,17.088533821981837,-166.43416077016965,318.53692406375814
0.38,15.323261721131722,-23.883314323430717,1.6614495681393289,-43.3291511006505,55.29483003588252,-84.25271100834345,-5.6508815774215355,-141.84383848999298,75.2747170661242,27.784759154438557,-162.92374283127066,353.1491633761481
0.39,15.883136080562732,-24.71904583896331,1.593833931159369,-44.69546413849587,56.555586374273695,-84.46186576668038,-7.290555178165204,-138.76738244358023,62.323946572627534,39.87744137228931,-155.55035587409168,386.74807100721057
0.4,16.457105910058218,-25.557419105452457,1.5100814569087184,-46.02987708365665,57.635463355773176,-84.49885266584756,-8.843678022938564,-135.30321485715163,44.819018784459445,53.67265169635244,-144.20932770863095,419.6428342877147
0.41,17.042872070152825,-26.396965571960916,1.411478477924654,-47.32958355009123,58.471196810620654,-84.32915297567497,-10.268413076761584,-131.43715091184723,22.59951443861921,69.41020984351464,-128.8757930703949,452.0987127079266
0.42,17.637436172178838,-27.235791361965823,1.29971402159372,-48.59146359391684,59.001106974065415,-83.91908999814196,-11.522987073536685,-127.15655818118984,-4.351864550498337,87.2542690976695,-109.60962005348075,484.3239728100324
0.43,18.237132946262665,-28.071565656957365,1.1768643213056644,-49.81205906817506,59.16680556869153,-83.23680956766688,-12.566600038258585,-122.45113565828406,-35.902605407212114,107.28672021137558,-86.55861581558544,516.4598687832731
