44
16
17
18
18
14
55
44
14
15
42
18
16
100
14
15
42
18
16
64
44
64
16
17
18
19
66
44
64
14
55
44
14
15
42
18
16
64
16
17
18
19
66
16
17
18
18
44
64
16
17
18
19
66
16
17
18
18
14
55
44
14
15
42
18
16
64
44
15
42
18
16
64
44
64
16
17
18
19
66
16
17
18
64
16
17
18
19
66
16
17
18
18
14
55
44
14
18
14
55
