35,12,64
31,12,72
29,10,94
30,16,99
31,19,130
24,15,127
23,18,134
22,14,120
20,18,149
21,22,187
22,30,166
22,48,238
26,43,263
28,46,244
33,55,275
28,55,342
31,42,257
43,52,389
45,46,299
46,41,249
55,38,271
61,38,270
64,40,212
61,46,233
62,41,185
83,41,183
98,57,247
169,77,272
135,57,237
114,54,263
87,46,236
56,40,186
70,53,216
58,41,168
60,35,164
57,33,132
70,29,119
50,25,128
63,23,125
77,18,96
102,16,87
106,13,92
151,2,79
113,0,76
119,0,74
130,155,73
86,18,71
109,21,74
130,21,70
141,21,69
185,22,78
161,23,72
116,24,74
114,26,77
99,23,80
87,21,77
74,22,75
66,24,75
60,22,73
58,23,79
49,20,74
39,0,63
29,0,58
27,153,68
18,155,56
12,6,49
10,5,47
13,4,43
12,2,41
16,4,39
14,7,39
17,7,39
10,1,39
10,0,39
10,1,39
11,0,40
10,1,39
11,1,39
11,0,39
10,1,39
11,1,39
10,0,39
10,2,41
11,0,39
10,0,38
10,0,39
11,0,39
10,0,38
11,0,39
11,1,40
10,0,37
11,0,39
10,1,39
10,1,38
10,0,39
10,0,39
10,1,39
10,1,40
10,0,39
10,0,38
9,0,39
10,0,39
10,0,39
10,0,40
11,1,39
10,2,39
10,0,39
10,0,38
9,0,38
9,0,36
8,0,31
7,0,28
8,0,29
8,0,29
7,0,27
8,0,28
7,0,28
8,0,29
8,0,30
8,0,31
9,0,31
8,0,30
8,0,28
7,0,25
8,0,26
8,0,25
8,0,26
7,0,27
8,0,29
8,0,28
8,0,30
8,0,27
8,0,25
7,0,26
7,0,28
8,0,26
7,0,28
7,0,28
8,0,29
11,0,31
11,0,30
11,0,33
11,0,28
12,0,29
12,0,31
12,0,32
11,0,31
11,0,31
10,0,28
10,0,28
11,0,28
11,0,28
11,0,28
10,0,28
11,0,31
10,0,28
11,0,28
10,0,28
10,0,28
10,0,28
8,0,29
8,0,31
8,0,28
8,0,29
7,0,29
8,0,29
7,0,27
7,0,27
7,0,27
6,0,26
7,0,26
8,0,26
8,0,26
9,0,26
8,0,26
8,0,27
9,0,28
8,0,26
9,0,27
9,0,30
8,0,28
8,0,27
8,0,27
9,0,27
9,0,30
10,0,31
