86,24,50
87,21,58
96,21,70
83,20,58
86,21,57
89,26,58
93,39,62
61,29,66
63,51,51
47,59,53
45,44,66
56,59,70
77,57,49
91,81,63
97,61,68
101,54,60
105,68,68
115,28,63
110,29,77
81,24,72
96,55,67
66,73,58
62,67,67
68,24,66
67,22,73
80,38,72
101,124,76
105,135,85
144,160,95
194,288,140
217,231,177
290,134,181
366,205,203
528,129,378
421,137,431
292,123,309
348,138,411
343,228,412
336,210,355
291,164,290
306,155,240
377,140,297
345,74,258
279,68,231
280,66,282
324,49,277
316,40,295
285,43,336
345,41,337
409,37,374
406,40,346
350,37,308
380,32,418
330,34,369
282,34,280
307,32,310
257,33,247
212,29,174
202,28,253
124,28,117
111,30,120
74,29,61
38,29,70
29,33,66
33,36,66
21,34,39
28,32,32
47,35,29
55,41,29
51,44,26
75,44,29
64,46,26
61,48,26
83,47,24
124,49,22
90,47,24
35,45,16
45,44,17
46,46,23
46,45,16
41,43,19
40,41,20
38,43,15
44,43,16
44,43,21
37,42,18
36,42,11
36,43,11
39,44,15
41,42,17
40,42,9
42,43,8
46,44,7
49,44,6
51,45,7
53,44,7
53,45,8
53,42,7
44,45,8
39,45,7
37,44,6
37,44,7
37,44,6
36,46,6
34,44,6
32,46,5
27,45,5
19,46,6
22,44,6
18,46,6
27,39,5
37,2,7
34,6,6
34,46,6
34,45,6
37,46,6
39,46,6
39,47,7
43,48,7
46,47,6
48,48,7
49,49,6
46,49,6
41,47,7
40,49,7
39,48,7
38,48,7
38,47,6
38,47,6
38,48,7
38,47,5
36,47,6
32,47,5
30,48,6
19,48,5
22,49,6
38,49,6
38,50,5
39,48,6
38,49,7
37,46,6
37,46,6
37,46,6
36,46,6
38,46,6
38,46,6
39,46,7
42,46,7
48,46,7
51,46,7
49,46,7
55,46,7
44,46,9
42,46,9
36,46,8
34,46,8
29,46,9
38,46,11
35,46,12
42,46,18
