69,23,36
66,22,42
51,21,44
31,22,34
53,22,37
69,22,38
39,23,44
88,22,44
109,23,54
122,23,59
85,23,49
15,23,40
94,23,51
107,23,50
62,23,49
55,22,46
61,22,48
35,22,54
101,23,60
83,24,62
71,23,76
84,22,60
102,22,65
106,22,67
110,21,78
122,22,93
123,23,84
154,63,108
154,146,89
204,266,133
258,334,171
291,275,224
278,379,263
274,314,250
290,285,359
185,212,193
168,148,129
203,175,225
178,194,182
146,160,117
188,138,147
200,140,153
240,132,228
205,130,177
202,107,186
211,109,229
271,87,211
253,82,175
197,61,188
169,51,171
144,45,125
138,46,128
129,40,182
198,40,242
134,36,117
110,33,84
95,34,74
108,32,64
82,33,59
81,34,44
107,33,48
45,31,45
10,33,29
10,36,35
42,37,26
67,44,29
64,42,26
87,41,24
99,47,18
129,41,19
81,40,25
47,39,31
62,38,37
69,37,39
76,38,41
74,37,40
80,37,41
82,36,42
82,36,41
80,36,41
79,37,41
79,37,41
79,37,43
78,37,42
76,36,41
78,37,42
77,37,42
78,37,44
78,37,42
78,37,42
78,37,40
81,37,42
78,37,42
78,37,41
76,36,42
76,37,42
75,37,42
75,36,41
75,36,41
75,35,42
75,33,42
73,35,41
71,35,44
71,35,42
75,34,41
77,35,41
78,33,40
75,35,39
75,36,40
77,35,40
76,35,40
75,34,42
75,36,42
74,36,39
74,37,39
76,35,42
76,34,42
77,34,43
77,35,41
76,34,42
77,35,42
78,37,40
79,36,42
80,34,43
80,34,42
77,34,43
78,35,44
79,36,43
77,35,42
76,37,42
77,36,43
79,36,43
79,37,44
79,36,45
