38,8,21
34,9,20
34,10,29
30,10,33
32,10,35
33,10,40
28,7,42
29,6,60
29,7,75
24,11,114
28,13,103
27,19,122
29,34,202
28,31,165
34,35,175
39,47,228
33,43,200
36,47,203
31,36,194
40,59,231
36,61,283
38,61,330
33,61,287
34,53,227
30,49,248
35,46,217
29,37,168
27,43,204
20,39,193
26,28,143
32,27,156
37,27,116
53,19,103
38,14,94
73,10,58
85,5,55
80,1,27
95,5,31
96,0,20
94,1,21
102,3,11
80,2,7
60,4,8
49,7,7
61,10,8
69,15,9
66,16,10
59,17,15
48,17,14
61,17,20
70,20,28
57,21,44
54,21,21
65,21,22
47,24,27
47,17,29
50,19,48
38,18,30
43,19,69
47,22,59
41,17,60
32,23,59
29,10,50
20,0,49
14,0,52
14,0,58
13,156,58
4,57,45
5,0,43
6,0,40
4,0,33
5,0,30
6,0,32
7,0,30
6,0,31
7,0,29
6,0,26
5,0,26
4,0,26
4,0,23
5,0,21
5,0,25
6,0,23
5,0,19
5,0,15
6,0,13
5,0,11
4,0,16
4,0,16
4,0,17
3,0,20
3,0,18
3,0,10
4,0,9
4,0,5
3,0,6
3,0,5
3,0,6
3,4,10
4,0,8
4,0,9
4,0,7
3,0,11
3,0,18
2,0,24
3,0,29
3,0,31
2,0,30
2,1,32
2,0,33
2,0,33
1,0,29
0,0,26
0,0,25
1,0,24
0,0,25
0,0,24
1,0,25
1,0,26
0,0,24
0,0,23
0,0,22
0,0,24
0,0,22
0,0,22
1,0,22
0,0,21
0,0,22
1,0,24
0,0,23
0,0,21
0,0,25
0,0,22
1,0,21
1,0,21
0,0,20
0,0,20
1,0,21
1,0,22
1,0,24
1,0,22
1,0,22
1,0,23
2,0,23
2,0,23
2,0,21
1,0,24
1,0,20
0,0,21
1,0,22
1,0,23
