69,0,36
66,0,42
51,0,44
31,0,34
53,0,37
69,0,38
39,0,44
88,0,44
109,0,54
122,0,59
85,0,49
15,0,40
94,0,51
107,0,50
62,0,49
55,0,46
61,0,48
35,0,54
101,0,60
83,0,62
71,0,76
84,0,60
102,0,65
106,0,67
110,0,78
122,0,93
123,0,84
154,0,108
154,0,89
204,0,133
258,0,171
291,0,224
278,0,263
274,0,250
290,0,359
185,0,193
168,0,129
203,0,225
178,0,182
146,0,117
188,0,147
200,0,153
240,0,228
205,0,177
202,0,186
211,0,229
271,0,211
253,0,175
197,0,188
169,0,171
144,0,125
138,0,128
129,0,182
198,0,242
134,0,117
110,0,84
95,0,74
108,0,64
82,0,59
81,0,44
107,0,48
45,0,45
10,0,29
10,0,35
42,0,26
67,0,29
64,0,26
87,0,24
99,0,18
129,0,19
81,0,25
47,0,31
62,0,37
69,0,39
76,0,41
74,0,40
80,0,41
82,0,42
82,0,41
80,0,41
79,0,41
79,0,41
79,0,43
78,0,42
76,0,41
78,0,42
77,0,42
78,0,44
78,0,42
78,0,42
78,0,40
81,0,42
78,0,42
78,0,41
76,0,42
76,0,42
75,0,42
75,0,41
75,0,41
75,0,42
75,0,42
73,0,41
71,0,44
71,0,42
75,0,41
77,0,41
78,0,40
75,0,39
75,0,40
77,0,40
76,0,40
75,0,42
75,0,42
74,0,39
74,0,39
76,0,42
76,0,42
77,0,43
77,0,41
76,0,42
77,0,42
78,0,40
79,0,42
80,0,43
80,0,42
77,0,43
78,0,44
79,0,43
77,0,42
76,0,42
77,0,43
79,0,43
79,0,44
79,0,45
