0.01,252.81,28.25,20.56,4.44,2.94,8.21,0.01,0.04,0.05,55.06,12.50,43.75,0.19,0.08,0.12,0.57,0.30,0.02,0.77
0.02,253.88,27.00,19.56,4.46,2.89,8.29,0.01,0.01,0.00,54.38,11.25,45.38,0.00,0.03,0.06,0.58,0.28,0.02,0.77
0.03,253.88,27.00,19.56,4.46,2.90,8.26,0.00,0.00,0.01,54.00,11.25,46.19,0.01,0.03,0.03,0.58,0.28,0.02,0.77
0.04,253.88,27.00,19.56,4.43,2.86,8.27,0.00,0.01,0.01,54.00,11.25,46.19,0.01,0.06,0.04,0.58,0.28,0.02,0.77
0.05,253.88,27.00,19.56,4.43,2.88,8.31,0.00,0.00,0.01,54.00,11.25,46.19,0.01,0.04,0.08,0.58,0.28,0.02,0.77
0.06,253.88,27.00,19.56,4.42,2.86,8.27,0.01,0.00,0.00,53.25,11.00,46.56,0.03,0.06,0.04,0.58,0.28,0.02,0.77
0.07,253.88,27.00,19.56,4.43,2.82,8.24,0.00,0.00,0.00,53.25,11.00,46.56,0.01,0.11,0.01,0.58,0.28,0.02,0.77
0.08,253.88,27.00,19.56,4.46,2.87,8.23,0.00,0.01,0.00,53.69,11.69,47.00,0.01,0.05,0.00,0.58,0.28,0.02,0.77
0.09,253.88,27.00,19.56,4.48,2.86,8.28,0.00,0.01,0.01,53.69,11.69,47.00,0.03,0.06,0.05,0.58,0.28,0.02,0.77
0.10,253.88,27.00,19.56,4.50,2.92,8.32,0.00,0.01,0.02,53.69,11.69,47.00,0.05,0.00,0.09,0.58,0.28,0.02,0.77
0.11,253.88,27.00,19.56,4.47,2.86,8.31,0.00,0.01,0.01,54.38,11.25,45.00,0.01,0.05,0.08,0.58,0.28,0.02,0.77
0.12,253.88,27.00,19.56,4.41,2.86,8.29,0.01,0.01,0.00,54.38,11.25,45.00,0.03,0.07,0.06,0.58,0.28,0.02,0.77
0.13,253.81,26.94,19.56,4.40,2.87,8.33,0.01,0.01,0.00,52.56,11.00,46.56,0.04,0.05,0.10,0.58,0.28,0.02,0.77
0.14,253.81,26.94,19.56,4.40,2.88,8.30,0.01,0.01,0.01,52.56,11.00,46.56,0.04,0.04,0.07,0.58,0.28,0.02,0.77
0.15,253.81,26.94,19.56,4.42,2.83,8.28,0.00,0.01,0.02,52.56,11.00,46.56,0.02,0.09,0.05,0.58,0.28,0.02,0.77
0.16,253.81,26.94,19.56,4.44,2.85,8.25,0.00,0.01,0.01,53.69,11.25,45.38,0.00,0.07,0.02,0.58,0.28,0.02,0.77
0.17,253.75,26.94,19.56,4.47,2.89,8.29,0.00,0.01,0.00,53.69,11.25,45.38,0.02,0.03,0.05,0.58,0.28,0.02,0.77
0.18,253.75,26.94,19.56,4.45,2.91,8.31,0.01,0.01,0.01,53.69,11.00,44.56,0.01,0.01,0.08,0.58,0.28,0.02,0.77
0.19,253.81,26.94,19.56,4.47,2.87,8.28,0.01,0.01,0.00,53.69,11.00,44.56,0.03,0.05,0.04,0.58,0.28,0.02,0.77
0.20,253.81,26.94,19.56,4.46,2.86,8.31,0.01,0.01,0.00,53.69,11.00,44.56,0.02,0.06,0.07,0.58,0.28,0.02,0.77
0.21,253.81,26.94,19.56,4.43,2.86,8.31,0.00,0.01,0.00,54.00,11.25,47.00,0.00,0.06,0.08,0.58,0.28,0.02,0.77
0.22,253.81,26.94,19.56,4.42,2.87,8.32,0.01,0.01,0.01,54.00,11.25,47.00,0.01,0.05,0.08,0.58,0.28,0.02,0.77
0.23,253.81,26.94,19.56,4.40,2.89,8.32,0.01,0.02,0.01,53.00,11.00,47.00,0.03,0.03,0.08,0.58,0.28,0.02,0.77
0.24,253.75,26.87,19.56,4.43,2.86,8.27,0.02,0.01,0.02,53.00,11.00,47.00,0.00,0.07,0.04,0.58,0.28,0.02,0.77
0.25,253.75,26.87,19.56,4.41,2.81,8.31,0.01,0.01,0.02,53.00,11.00,47.00,0.02,0.11,0.07,0.58,0.28,0.02,0.77
0.26,253.69,26.87,19.56,4.43,2.86,8.29,0.00,0.02,0.01,53.25,11.00,45.00,0.00,0.06,0.05,0.58,0.28,0.02,0.77
0.27,253.69,26.87,19.56,4.41,2.89,8.37,0.00,0.02,0.00,53.25,11.00,45.00,0.02,0.03,0.12,0.58,0.28,0.02,0.77
0.28,253.69,26.87,19.56,4.41,2.92,8.35,0.00,0.02,0.01,54.00,11.25,46.56,0.04,0.00,0.12,0.58,0.28,0.02,0.77
0.29,253.69,26.81,19.56,4.37,2.83,8.31,0.01,0.01,0.02,54.00,11.25,46.56,0.05,0.09,0.07,0.58,0.28,0.02,0.77
0.30,253.69,26.81,19.56,4.34,2.88,8.28,0.01,0.01,0.02,54.00,11.25,46.56,0.08,0.04,0.04,0.58,0.28,0.02,0.77
0.31,253.62,26.81,19.56,4.43,2.91,8.27,0.01,0.01,0.02,53.69,11.00,45.38,0.00,0.01,0.03,0.58,0.28,0.02,0.77
0.32,253.62,26.81,19.56,4.43,2.88,8.27,0.01,0.01,0.03,53.69,11.00,45.38,0.00,0.04,0.03,0.58,0.28,0.02,0.77
0.33,253.62,26.87,19.50,4.40,2.83,8.27,0.01,0.00,0.00,54.00,11.00,46.19,0.00,0.06,0.06,0.57,0.28,0.02,0.77
0.34,253.62,26.87,19.50,4.43,2.88,8.28,0.01,0.00,0.01,54.00,11.00,46.19,0.00,0.04,0.04,0.57,0.28,0.02,0.77
0.35,253.62,26.87,19.56,4.39,2.90,8.28,0.01,0.00,0.01,54.00,11.00,46.19,0.04,0.02,0.04,0.57,0.28,0.02,0.77
0.36,253.62,26.87,19.56,4.40,2.86,8.29,0.01,0.00,0.00,53.25,11.00,45.75,0.03,0.06,0.05,0.57,0.28,0.02,0.77
0.37,253.62,26.87,19.56,4.42,2.86,8.30,0.01,0.00,0.01,53.25,11.00,45.75,0.00,0.06,0.06,0.57,0.28,0.02,0.77
0.38,253.62,26.87,19.56,4.42,2.87,8.32,0.01,0.00,0.01,54.00,10.56,45.00,0.00,0.09,0.05,0.57,0.28,0.02,0.77
0.39,253.62,26.87,19.56,4.43,2.86,8.28,0.00,0.00,0.00,54.00,10.56,45.00,0.00,0.06,0.04,0.57,0.28,0.02,0.77
0.40,253.62,26.87,19.56,4.41,2.90,8.32,0.00,0.01,0.01,54.00,10.56,45.00,0.02,0.02,0.08,0.57,0.28,0.02,0.77
0.41,253.62,26.87,19.56,4.42,2.91,8.32,0.00,0.01,0.00,53.25,11.00,44.56,0.01,0.01,0.08,0.57,0.28,0.02,0.77
0.42,253.62,26.87,19.56,4.41,2.87,8.31,0.00,0.00,0.00,53.25,11.00,44.56,0.02,0.05,0.07,0.57,0.28,0.02,0.77
0.43,253.62,26.87,19.56,4.41,2.83,8.34,0.00,0.01,0.00,53.25,11.00,46.19,0.01,0.08,0.02,0.57,0.28,0.02,0.77
0.44,253.62,26.87,19.56,4.43,2.86,8.29,0.00,0.01,0.01,53.25,11.00,46.19,0.00,0.04,0.03,0.57,0.28,0.02,0.77
0.45,253.62,26.87,19.56,4.42,2.91,8.29,0.01,0.01,0.00,53.25,11.00,46.19,0.00,0.01,0.05,0.57,0.28,0.02,0.77
0.46,253.62,26.87,19.56,4.41,2.89,8.32,0.01,0.01,0.00,53.00,11.00,45.38,0.01,0.03,0.08,0.57,0.28,0.02,0.77
0.47,253.62,26.87,19.56,4.42,2.89,8.33,0.01,0.00,0.00,53.00,11.00,45.38,0.01,0.03,0.09,0.57,0.28,0.02,0.77
