time,shoulder_flex_angle_filt,shoulder_add_angle_filt,elbow_flex_angle_filt,lumbar_angle_filt,shoulder_flex_vel_filt,shoulder_add_vel_filt,elbow_flex_vel_filt,lumbar_vel_filt,shoulder_flex_acc_filt,shoulder_add_acc_filt,elbow_flex_acc_filt,lumbar_acc_filt
0.02,-0.284145859533835,-0.04392434316160018,0.5883660062426179,0.02775350538397162,-0.06193105622895836,-0.01616891671889084,0.8192189673449739,0.6038793003340938,-4.327862689002302,-1.4808284151181246,5.9203275779035724,-13.253052866435304
0.03,-0.28410746280416693,-0.04286251279507812,0.593264094238509,0.03832365382452556,-0.16431879045136585,-0.14463380512993432,0.9703998927379324,0.39551971109841144,-4.265120085956979,-2.1116962608637677,-0.1224719919295093,-19.100385051073893
0.04,-0.28408854860130883,-0.042504920806123836,0.5995916238329076,0.04865581284001049,-0.26990148495532074,-0.2756011624111832,1.0957640227326693,0.15098096394778365,-3.976798718965773,-2.6698194009821665,-6.598063602738176,-24.52919252743618
0.05,-0.2841628075529799,-0.04298053214038998,0.6071509255877011,0.058347507413236216,-0.37652569896623717,-0.40652345119152816,1.185537891020861,-0.12908795240489204,-3.433505202152395,-3.1054017912566723,-13.425153998297594,-29.3077943464841
0.06,-0.2844134585889004,-0.04440660251520597,0.6156781725656993,0.06697068048778888,-0.4816994994267617,-0.5345587865815373,1.2304737063217002,-0.44229275656979705,-2.61513908366437,-3.3708904251503133,-20.49693616751376,-33.21079037069577
0.07,-0.28493020557090626,-0.046882262626575105,0.6248444403336358,0.0740844746080623,-0.582637948724876,-0.65660671164718,1.2222348736656838,-0.7843601537816534,-1.5125772121532224,-3.4225916832497876,-27.680725325398022,-36.02675586350771
0.08,-0.2858056370682539,-0.050481813543105845,0.6342593743790429,0.07925012251042912,-0.6763263249475272,-0.7693546247896293,1.1537840600366562,-1.1490686106520873,-0.12904176622846025,-3.2221724577159443,-34.818507140503755,-37.565983857265614
0.09,-0.2871311574650971,-0.05524794217275984,0.6434776935717154,0.08204763956922484,-0.759600822101068,-0.8693345797789395,1.0197618533660406,-1.528253126876936,1.5189231329333814,-2.7379934663087773,-41.72848487413773,-37.668047329734534
0.1,-0.28899255587432504,-0.06118509468783738,0.6520086770577945,0.08209389744723739,-0.829245723332406,-0.9529897416713368,0.816843628648305,-1.9118912912618091,3.400929703787622,-1.946229917025434,-48.20767851626986,-36.20894918439768
0.11,-0.2914653407944208,-0.06825326980115996,0.6593286935348583,0.07906154725466878,-0.8821052436442534,-1.0167493317849612,0.5440621240877849,-2.2882752775827915,5.472728813747287,-0.8317438287786385,-54.035591029667394,-33.107629859762774
0.12,-0.2946099928680747,-0.07636251109916832,0.6648967378686683,0.07269815711997522,-0.9152074297014265,-1.0571104549665418,0.20308346003239489,-2.64427147187701,7.676728856836226,0.6113176499104467,-58.978915958844006,-28.331610148156667
