time,eul_z_sensor1,eul_y_sensor1,eul_x_sensor1,gyro_x_sensor1,gyro_y_sensor1,gyro_z_sensor1,linacc_x_sensor1,linacc_y_sensor1,linacc_z_sensor1,quat_w_sensor1,quat_x_sensor1,quat_y_sensor1,quat_z_sensor1,time,eul_z_sensor2,eul_y_sensor2,eul_x_sensor2,gyro_x_sensor2,gyro_y_sensor2,gyro_z_sensor2,linacc_x_sensor2,linacc_y_sensor2,linacc_z_sensor2,quat_w_sensor2,quat_x_sensor2,quat_y_sensor2,quat_z_sensor2,time,eul_z_sensor3,eul_y_sensor3,eul_x_sensor3,gyro_x_sensor3,gyro_y_sensor3,gyro_z_sensor3,linacc_x_sensor3,linacc_y_sensor3,linacc_z_sensor3,quat_w_sensor3,quat_x_sensor3,quat_y_sensor3,quat_z_sensor3,time,eul_z_sensor4,eul_y_sensor4,eul_x_sensor4,gyro_x_sensor4,gyro_y_sensor4,gyro_z_sensor4,linacc_x_sensor4,linacc_y_sensor4,linacc_z_sensor4,quat_w_sensor4,quat_x_sensor4,quat_y_sensor4,quat_z_sensor4
1.78,353.88,87.94,179.94,0.0,0.0,0.0,0.1,0.01,0.01,0.69,0.04,0.72,0.04,1.78,316.81,87.62,179.75,0.0,0.0,0.0,0.29,0.03,0.02,0.64,0.26,0.67,0.25,1.78,267.19,81.37,102.69,0.0,0.0,0.0,0.07,0.01,0.06,0.48,0.44,0.57,0.5,1.78,15.25,0.69,0.06,0.0,0.0,0.0,0.23,0.04,0.27,0.99,0.0,0.01,0.13
1.79,353.88,87.94,179.94,0.0,0.0,0.0,0.09,0.02,0.01,0.69,0.04,0.72,0.04,1.79,316.81,87.62,179.75,0.0,0.0,0.0,0.28,0.04,0.02,0.64,0.26,0.67,0.25,1.79,267.19,81.37,102.69,0.0,0.0,0.0,0.07,0.02,0.02,0.48,0.44,0.57,0.5,1.79,15.25,0.69,0.06,0.0,0.0,0.0,0.22,0.04,0.29,0.99,0.0,0.01,0.13
1.8,353.88,87.94,179.94,0.0,0.0,0.0,0.07,0.04,0.01,0.69,0.04,0.72,0.04,1.8,316.81,87.62,179.75,0.0,0.0,0.0,0.28,0.03,0.01,0.64,0.26,0.67,0.25,1.8,267.19,81.37,102.69,0.0,0.0,0.0,0.04,0.02,0.07,0.48,0.44,0.57,0.5,1.8,15.25,0.75,0.06,0.0,0.0,0.0,0.2,0.01,0.3,0.99,0.0,0.01,0.13
1.82,353.88,87.94,179.94,0.0,0.0,0.0,0.1,0.01,0.0,0.69,0.04,0.72,0.04,1.82,316.81,87.62,179.75,0.0,0.0,0.0,0.3,0.02,0.0,0.64,0.26,0.67,0.25,1.82,267.19,81.37,102.69,0.0,0.0,0.0,0.06,0.03,0.05,0.48,0.44,0.57,0.5,1.82,15.25,0.75,0.06,0.0,0.0,0.0,0.27,0.03,0.48,0.99,0.0,0.01,0.13
1.85,353.88,87.94,179.94,0.0,0.0,0.0,0.08,0.02,0.0,0.69,0.04,0.72,0.04,1.85,316.81,87.62,179.75,0.0,0.0,0.0,0.29,0.04,0.0,0.64,0.26,0.67,0.25,1.85,267.19,81.37,102.69,0.0,0.0,0.0,0.03,0.02,0.03,0.48,0.44,0.57,0.5,1.85,15.25,0.81,0.06,0.0,0.0,0.0,0.22,0.02,0.2,0.99,0.0,0.01,0.13
1.86,353.88,87.94,179.94,0.0,0.0,0.0,0.08,0.01,0.01,0.69,0.04,0.72,0.04,1.86,316.81,87.62,179.75,0.0,0.0,0.0,0.31,0.03,0.02,0.64,0.26,0.67,0.25,1.86,267.19,81.37,102.69,0.0,0.0,0.0,0.05,0.04,0.05,0.48,0.44,0.57,0.5,1.86,15.25,0.81,0.06,0.0,0.0,0.0,0.22,0.01,0.24,0.99,0.0,0.01,0.13
1.88,353.88,87.94,179.94,0.0,0.0,0.0,0.09,0.01,0.01,0.69,0.04,0.72,0.04,1.88,316.81,87.62,179.75,0.0,0.0,0.0,0.3,0.03,0.0,0.64,0.26,0.67,0.25,1.88,267.19,81.37,102.69,0.0,0.0,0.0,0.05,0.02,0.05,0.48,0.44,0.57,0.5,1.88,15.25,0.88,0.06,0.0,0.0,0.0,0.18,0.01,0.29,0.99,0.0,0.01,0.13
1.89,353.88,87.94,179.94,0.0,0.0,0.0,0.08,0.02,0.01,0.69,0.04,0.72,0.04,1.89,316.81,87.62,179.75,0.0,0.0,0.0,0.29,0.03,0.02,0.64,0.26,0.67,0.25,1.89,267.19,81.37,102.69,0.0,0.0,0.0,0.04,0.05,0.06,0.48,0.44,0.57,0.5,1.89,15.25,0.88,0.06,0.0,0.0,0.0,0.21,0.04,0.27,0.99,0.0,0.01,0.13
1.91,353.88,87.94,179.94,0.0,0.0,0.0,0.07,0.01,0.0,0.69,0.04,0.72,0.04,1.91,316.81,87.62,179.75,0.0,0.0,0.0,0.27,0.03,0.0,0.64,0.26,0.67,0.25,1.91,267.19,81.37,102.69,0.0,0.0,0.0,0.06,0.02,0.03,0.48,0.44,0.57,0.5,1.91,15.25,0.94,0.13,0.0,0.0,0.0,0.18,0.02,0.27,0.99,0.0,0.01,0.13
1.92,353.88,87.94,179.94,0.0,0.0,0.0,0.07,0.01,0.01,0.69,0.04,0.72,0.04,1.92,316.81,87.62,179.75,0.0,0.0,0.0,0.29,0.03,0.0,0.64,0.26,0.67,0.25,1.92,267.19,81.37,102.69,0.0,0.0,0.0,0.05,0.04,0.02,0.48,0.44,0.57,0.5,1.92,15.25,0.94,0.13,0.0,0.0,0.0,0.18,0.03,0.28,0.99,0.0,0.01,0.13
1.94,353.88,87.94,179.94,0.0,0.0,0.0,0.1,0.01,0.0,0.69,0.04,0.72,0.04,1.94,316.81,87.62,179.75,0.0,0.0,0.0,0.3,0.04,0.02,0.64,0.26,0.67,0.25,1.94,267.19,81.37,102.69,0.0,0.0,0.0,0.03,0.04,0.04,0.48,0.44,0.57,0.5,1.94,15.25,0.94,0.13,0.0,0.0,0.0,0.18,0.01,0.29,0.99,0.0,0.01,0.13
1.97,353.88,87.94,179.94,0.0,0.0,0.0,0.09,0.01,0.03,0.69,0.04,0.72,0.04,1.97,316.81,87.62,179.75,0.0,0.0,0.0,0.3,0.01,0.01,0.64,0.26,0.67,0.25,1.97,267.19,81.37,102.69,0.0,0.0,0.0,0.04,0.01,0.03,0.48,0.44,0.57,0.5,1.97,15.25,1.0,0.13,0.0,0.0,0.0,0.16,0.02,0.26,0.99,0.0,0.01,0.13
1.98,353.88,87.94,179.94,0.0,0.01,0.0,0.12,0.01,0.01,0.69,0.04,0.72,0.04,1.98,316.81,87.62,179.75,0.0,0.0,0.0,0.22,0.03,0.0,0.64,0.26,0.67,0.25,1.98,267.19,81.37,102.69,0.0,0.0,0.0,0.0,0.03,0.03,0.48,0.44,0.57,0.5,1.98,15.25,1.0,0.13,0.0,0.0,0.0,0.17,0.03,0.29,0.99,0.0,0.01,0.13
2.01,353.88,87.94,179.94,0.0,0.01,0.01,0.01,0.02,0.05,0.69,0.04,0.72,0.04,2.01,316.81,87.62,179.75,0.0,0.0,0.0,0.26,0.03,0.02,0.64,0.26,0.67,0.25,2.01,267.19,81.37,102.69,0.0,0.0,0.01,0.08,0.03,0.05,0.48,0.44,0.57,0.5,2.01,15.25,1.06,0.13,0.0,0.0,0.0,0.15,0.03,0.27,0.99,0.0,0.01,0.13
2.03,353.88,87.94,179.94,0.0,0.0,0.0,0.12,0.01,0.01,0.69,0.04,0.72,0.04,2.03,316.81,87.62,179.75,0.0,0.0,0.0,0.32,0.03,0.06,0.64,0.26,0.67,0.25,2.03,267.19,81.37,102.69,0.0,0.0,0.0,0.04,0.02,0.03,0.48,0.44,0.57,0.5,2.03,15.25,1.06,0.13,0.0,0.0,0.0,0.15,0.02,0.27,0.99,0.0,0.01,0.13
2.04,353.88,87.94,179.94,0.0,0.0,0.01,0.08,0.02,0.02,0.69,0.04,0.72,0.04,2.04,316.81,87.62,179.75,0.0,0.0,0.0,0.29,0.02,0.0,0.64,0.26,0.67,0.25,2.04,267.19,81.37,102.69,0.0,0.0,0.0,0.03,0.04,0.03,0.48,0.44,0.57,0.5,2.04,15.25,1.06,0.13,0.0,0.0,0.0,0.17,0.02,0.23,0.99,0.0,0.01,0.13
