time,shoulder_flex_angle_filt,shoulder_add_angle_filt,elbow_flex_angle_filt,lumbar_angle_filt,shoulder_flex_vel_filt,shoulder_add_vel_filt,elbow_flex_vel_filt,lumbar_vel_filt,shoulder_flex_acc_filt,shoulder_add_acc_filt,elbow_flex_acc_filt,lumbar_acc_filt
0.02,-0.41915410652894186,-0.06139455951057102,0.9947674136001111,0.024542655239832137,-0.8666184296265204,1.2316419857964032,-0.37555956217479264,-0.25943720252639146,-9.241148633207303,-7.013028806052298,3.0429199985475712,-3.4489830759013818
0.03,-0.3356901850478098,-0.18148260183100595,0.898649766347044,-0.004736880840675982,-0.7330923306503319,-1.032311260360616,-1.0746287549557105,-0.7531332783698472,-1.631750353833131,-34.36654674729395,3.6409847821736565,-5.055577141620356
0.04,-0.25834668718875525,-0.3015619805302166,0.8033301368809256,-0.03453733068539277,-0.589312411328328,-3.329871960572503,-1.7422537680505192,-1.2357094889365317,6.402109559950645,-61.3424686144764,4.313776914524714,-6.400362397060947
0.05,-0.18823365412155169,-0.42351369933269534,0.7098726955812056,-0.06499095046561801,-0.4271846821307166,-5.646708255124077,-2.361358566839634,-1.6992999497220223,14.85353503976559,-87.28452788344472,5.084207530596283,-7.423076527525668
0.06,-0.12616041482296061,-0.5492858595183663,0.6193038017288804,-0.09622163562724657,-0.23767569076339268,-7.967415467730233,-2.9163660921533885,-2.136312471334472,23.697170737336787,-111.54165862612895,5.963733719994295,-8.077304276542408
0.07,-0.07259258795549085,-0.6808259622980477,0.5325882352733649,-0.12833717106622783,-0.011036950417699717,-10.275525888153162,-3.393751370241824,-2.5396577311097923,32.886654576625425,-133.48519153720713,6.950970925548899,-8.333342473394717
0.08,-0.0276195356128062,-0.8200130422632379,0.45060748190774647,-0.16142207809938927,0.26289899876588685,-12.553515429289458,-3.7825181450675465,-2.902973415778029,42.352586950503024,-152.52536575138174,8.031046298869134,-8.180489984184517
0.09,0.009066006351429593,-0.9685917041995549,0.37414069935506955,-0.19553142784948943,0.5943548339361092,-14.782812437649014,-4.074579586577387,-3.2208369872290765,52.001146257439565,-168.12667212650052,9.175766019694613,-7.628645702377718
0.1,0.03817473842804091,-1.128109932343718,0.30384885246147714,-0.23068596867421712,0.9931855829200755,-16.94381613272255,-4.265028358226663,-3.488961185351194,61.713465349396415,-179.8216171924485,10.344621735691117,-6.709127928352558
0.11,0.06081307675847049,-1.2998622820409163,0.24026235622967776,-0.26686888157318894,1.468409637434136,-19.015933800799385,-4.352286492939447,-3.704366945108486,71.34586276558746,-187.2225786002809,11.48661192783482,-5.474661887018434
0.12,0.07846040378677326,-1.4848397695214894,0.18377241815933254,-0.3040244335222834,2.027710498121669,-20.9776467894456,-4.33813082157924,-3.8655290269773683,80.73099690149895,-190.031506904009,12.542806267238637,-3.998516850829783
0.13,0.09293131534702272,-1.6836874674301154,0.13462613129407042,-0.34205874541420067,2.6769291737894205,-22.80661544436952,-4.227594863001853,-3.972490313266094,89.67998132051193,-188.04731036509727,13.449537584636511,-2.372808740925166
0.14,0.10632344619552671,-1.8966705123309138,0.0929252428360843,-0.380842829277482,3.4195692570210383,-24.479832380312136,-4.028752908988939,-4.02694139288811,97.98546629009819,-181.17083585121836,14.142069128744865,-0.7060167671392305
0.15,0.12095202832670762,-2.1236489535937935,0.05862841427918404,-0.42021797909760306,4.256337713270995,-25.973831923996816,-3.752396356014534,-4.032262738640298,105.42565651860592,-169.40742753003428,14.558556045019685,0.8802075354022537
0.16,0.1392729030777572,-2.36406163390821,0.03155670051376206,-0.46000352159047425,5.184744299600277,-27.2649613022731,-3.411616027403471,-3.9935274754769394,111.7691992987514,-152.86710459494847,14.644100647105809,2.2548345528560128
0.17,0.1637962456728954,-2.6169190969773513,0.011401908699077649,-0.5000068491491907,6.198781281176351,-28.329716302765103,-3.0213072124155373,-3.9174634511989033,116.78084220347425,-131.76244916129258,14.354691753579903,3.2817283917900673
0.18,0.1969937440717432,-2.880805368542687,-0.002262546964810326,-0.5400355692388167,7.288702801914001,-29.145140864805175,-2.5976163774669336,-3.812374059409614,120.22772650161917,-106.4043358527711,13.660819304370335,3.824254142565973
0.19,0.24120237588112906,-3.1538883491673713,-0.009968702102719908,-0.579911515655361,8.440920001674028,-29.68928653878391,-2.1573499649863974,-3.6880180347971216,121.88615288151993,-77.19566608458693,12.550566376854594,3.7500675085408584
0.2,0.29852822055610057,-3.4339384849172268,-0.012339422870556388,-0.619486280192928,9.63802390816907,-29.941724162700847,-1.717366400214559,-3.5554492464402325,121.54863109781415,-44.62329363522161,11.032000898218461,2.9359281437025877
0.21,0.3707539039968564,-3.7183553376457152,-0.01007251113626568,-0.6586578407833438,10.858943450853989,-29.884096624419303,-1.2939724109085053,-3.4268183554751976,119.03100584239701,-9.248345009627277,9.13471774440927,1.2723778625534892
