23,36,64
25,35,65
23,39,68
22,44,70
22,36,68
23,45,74
22,33,65
26,33,67
31,43,73
53,49,77
30,47,78
32,66,88
32,52,84
34,57,93
46,71,104
72,91,116
75,99,125
103,113,138
100,126,144
113,106,128
77,110,126
64,94,101
74,93,166
57,125,157
49,106,126
52,94,121
46,96,109
50,71,98
46,85,103
46,81,96
49,57,83
52,53,76
49,53,72
54,40,59
77,23,51
99,21,48
140,16,48
159,14,45
174,9,47
179,12,45
162,14,38
162,21,41
149,21,33
106,26,52
136,25,67
141,30,79
128,36,82
116,38,75
125,37,70
125,52,71
82,54,66
95,52,63
99,50,64
64,48,69
46,99,93
41,51,71
50,69,108
57,40,143
65,30,128
55,32,114
57,25,46
56,28,31
49,27,13
35,23,10
29,20,8
24,13,6
16,9,7
15,8,9
17,10,6
20,11,7
16,7,4
15,3,4
15,3,3
16,2,4
15,3,5
16,1,6
16,1,3
17,3,4
16,2,3
17,3,3
17,3,5
17,3,7
16,3,6
16,2,6
17,3,7
17,3,7
17,3,7
17,3,8
16,3,12
16,3,8
16,2,7
17,2,6
16,2,5
16,2,4
16,1,5
16,3,9
15,1,4
15,3,4
16,2,4
16,1,4
16,2,3
17,2,5
16,4,9
17,1,4
16,1,3
17,2,3
18,4,3
17,2,4
18,3,5
17,4,9
18,3,4
17,2,5
17,2,6
17,1,5
16,2,7
17,1,8
15,2,13
13,0,7
11,0,8
9,0,6
10,0,6
11,0,6
10,0,6
10,0,9
9,0,3
9,0,4
9,0,4
8,0,4
8,0,4
7,0,5
8,0,6
8,0,4
7,0,3
9,0,3
8,0,3
10,0,3
8,0,4
8,0,6
8,0,3
8,0,3
9,0,4
9,0,5
10,0,5
10,0,6
10,0,9
8,0,9
8,0,6
7,0,8
8,0,7
9,0,6
8,0,7
9,0,8
8,0,9
7,0,5
6,0,4
7,0,3
8,0,4
8,0,4
8,0,6
8,0,6
8,0,4
8,0,4
10,0,3
