103,55,77
98,56,77
98,52,74
127,52,75
113,49,73
132,53,75
128,48,72
127,46,70
107,46,71
126,49,73
123,55,76
116,48,71
123,44,70
104,52,74
92,54,76
74,48,72
53,47,71
45,46,70
35,46,71
24,47,71
35,49,74
44,52,75
62,50,75
79,53,76
65,52,76
64,52,78
31,56,80
31,60,85
46,69,91
34,76,93
35,65,89
37,68,92
37,80,98
42,72,96
45,82,101
46,83,104
55,88,108
51,89,111
77,89,117
102,105,138
219,223,275
225,265,351
275,421,505
400,629,666
569,756,753
604,835,774
578,729,687
478,680,631
617,549,558
515,565,586
470,620,637
459,697,687
417,716,687
330,623,652
333,771,723
326,652,655
316,736,682
272,635,607
266,629,575
292,539,491
329,428,412
396,408,387
482,352,345
508,329,330
667,320,326
776,325,332
829,330,342
838,363,362
894,377,363
905,343,334
910,315,314
938,285,303
820,320,328
724,329,339
506,331,352
425,380,390
20,322,307
20,289,280
21,289,265
20,235,219
20,174,179
205,184,178
207,157,152
106,113,120
168,86,105
317,94,108
20,99,105
92,56,81
91,64,86
87,67,88
107,67,87
96,64,85
101,63,84
78,58,83
94,66,88
66,73,92
50,71,91
39,71,90
61,67,87
71,66,87
73,68,89
63,70,89
66,69,88
87,62,84
82,62,84
91,65,87
98,66,87
88,66,86
