time,shoulder_flex_angle_filt,shoulder_add_angle_filt,elbow_flex_angle_filt,lumbar_angle_filt,shoulder_flex_vel_filt,shoulder_add_vel_filt,elbow_flex_vel_filt,lumbar_vel_filt,shoulder_flex_acc_filt,shoulder_add_acc_filt,elbow_flex_acc_filt,lumbar_acc_filt
0.02,-0.31509149148593885,0.03567763229134555,0.4960959927328411,0.019467941630094836,-0.6227771506310938,-0.24249024367411173,0.534762332324124,2.1941120026202476,19.453464164643208,-14.783130763088902,-4.443855393308874,7.767182903406519
0.03,0.1406277557423848,-0.3913934697608869,0.4449993891723505,0.04025077389368045,4.8598008369937995,-5.161180060674286,0.2176763333873974,0.8840908480310135,57.40905700426409,-40.758098864533125,-9.36689522824681,-33.057571137251834
0.04,0.5948869477015478,-0.8180969091674745,0.3952407320001258,0.06435317203124703,10.304395095574222,-10.013142898070292,-0.11144218347565064,-0.5048976004525594,93.92259687838562,-65.32217482160348,-14.211330825670933,-74.25593172850311
0.05,1.047346146820582,-1.243298001714188,0.34743785089588386,0.08729071915677895,15.633593005300058,-14.7203766531299,-0.44782468357787997,-2.014817081463943,127.86226349391569,-87.62656868616212,-18.820538518330316,-115.39889265073914
0.06,1.4978043840874395,-1.6659642607099312,0.3021381563622387,0.10423099885996627,20.77228525412568,-19.20804391806948,-0.786619427352847,-3.68567804495432,158.15921453913282,-106.89502767565439,-23.03501832818798,-156.02781739798715
0.07,1.9461659783155216,-2.0851584272191355,0.2598016253964121,0.11009093891039129,25.649495127587777,-23.406490846541647,-1.1229692230594257,-5.553917828140797,183.84301600862534,-122.4521958359787,-26.696865210616547,-195.65972765211376
0.08,2.3924038581547573,-2.5000282818009016,0.22078728785009386,0.09964254614539696,30.200012813201962,-27.25305754379978,-1.4520680119204221,-7.650863236513354,204.07353511928196,-133.7480182408983,-29.654415803715153,-233.79341710256378
0.09,2.836521425002065,-2.9097939579633043,0.1853438297127899,0.06762480541515667,34.36578280771015,-30.69361901666095,-1.7691949110978358,-10.00133061983827,218.1681362076281,-140.3771913583268,-31.766955446320278,-269.9163655314867
0.1,3.278514499080613,-3.3137335949860525,0.1536047365159984,0.008859355573459621,38.09700846626791,-33.683811334923305,-2.06972669435494,-12.622413351269868,225.6232709134806,-142.09291838924477,-32.90936875452933,-303.5124123585188
0.11,3.7183348314463776,-3.711168253423487,0.12558819170817806,-0.08163256307711483,41.35295414056084,-36.189914124857786,-2.349131950202721,-15.52249970142168,226.12982850870685,-138.8145076532009,-32.97661724895608,-334.0701276655119
