0.01,17.06,0.62,14.0,0.06,0.04,0.04,0.52,0.01,0.19,0.98,0.12,0.01,0.15
0.02,17.0,0.69,14.06,0.06,0.02,0.01,0.34,0.31,0.09,0.98,0.12,0.01,0.15
0.03,17.0,0.62,14.13,0.05,0.0,0.02,0.36,0.3,0.01,0.98,0.12,0.01,0.15
0.04,16.87,0.56,14.19,0.05,0.0,0.12,0.3,0.12,0.0,0.98,0.12,0.01,0.15
0.05,16.78,0.56,14.219999999999999,0.045,0.02,0.075,0.305,0.21,0.15,0.9820028733646522,0.12024524979975333,0.010020437483312777,0.1452963435080353
0.06,16.69,0.56,14.25,0.04,0.04,0.03,0.31,0.3,0.3,0.98,0.12,0.01,0.14
0.07,16.69,0.62,14.31,0.02,0.04,0.03,0.2,0.33,0.21,0.98,0.12,0.01,0.14
0.08,16.69,0.69,14.31,0.01,0.05,0.01,0.23,0.2,0.22,0.98,0.12,0.01,0.14
0.09,16.69,0.69,14.31,0.01,0.03,0.0,0.19,0.01,0.01,0.98,0.12,0.01,0.14
0.1,16.69,0.75,14.31,0.0,0.04,0.04,0.3,0.21,0.0,0.98,0.12,0.01,0.14
0.11,16.69,0.75,14.31,0.02,0.04,0.01,0.21,0.03,0.01,0.98,0.12,0.01,0.14
0.12,16.62,0.75,14.25,0.01,0.04,0.02,0.21,0.05,0.15,0.98,0.12,0.01,0.14
0.13,16.62,0.81,14.25,0.02,0.02,0.0,0.15,0.03,0.29,0.98,0.12,0.01,0.14
0.14,16.62,0.81,14.25,0.02,0.01,0.03,0.15,0.12,0.21,0.98,0.12,0.01,0.14
0.15,16.56,0.75,14.25,0.01,0.03,0.02,0.1,0.11,0.18,0.98,0.12,0.01,0.14
0.16,16.62,0.69,14.25,0.01,0.08,0.02,0.1,0.07,0.14,0.98,0.12,0.01,0.14
0.17,16.62,0.62,14.25,0.01,0.07,0.01,0.13,0.13,0.03,0.98,0.12,0.01,0.14
0.18,16.56,0.5,14.25,0.01,0.05,0.03,0.13,0.21,0.01,0.98,0.12,0.01,0.14
0.19,16.62,0.44,14.25,0.02,0.07,0.02,0.0,0.08,0.03,0.98,0.12,0.01,0.14
0.2,16.56,0.37,14.31,0.02,0.07,0.03,0.06,0.1,0.08,0.98,0.12,0.01,0.14
0.21,16.5,0.31,14.31,0.03,0.05,0.08,0.08,0.07,0.15,0.98,0.12,0.02,0.14
0.22,16.44,0.25,14.38,0.03,0.06,0.04,0.16,0.1,0.14,0.98,0.12,0.02,0.14
0.23,16.31,0.13,14.38,0.02,0.08,0.09,0.36,0.53,0.47,0.98,0.12,0.02,0.14
0.24,16.25,0.06,14.38,0.03,0.05,0.24,0.47,0.37,0.6,0.98,0.12,0.02,0.14
