0.01,160.845,82.655,6.4350000000000005,0.04,0.045,0.055,0.03,0.015,0.05,-0.00037178873615521026,-0.00011075176781367891,-0.6644596314444812,-0.7473240580148921
0.02,160.81,82.68999999999998,6.87,0.04,0.03,0.06,0.03,0.02,0.05,-0.000515514424281438,-0.00038435320652191457,-0.6675171839381547,-0.7445941147126847
0.03,160.81,82.68999999999998,6.62,0.08,0.04,0.08,0.05,0.03,0.06,-0.0005163517254013761,-0.0003832276147158753,-0.66589114429269,-0.7460486381396743
0.04,160.75,82.68999999999998,7.0,0.0,0.03,0.06,0.01,0.05,0.06,-0.0004602654399969708,-0.00042336129783537846,-0.6687476628065023,-0.7434891878243941
0.05,160.63,82.75,7.69,0.06,0.08999999999999998,0.1,0.04,0.05,0.06,-0.0006455827941039964,-0.0009328616737894202,-0.6739796777692452,-0.7387490148528243
0.06,160.69,82.75,7.87,0.16,0.01,0.01,0.04,0.06,0.08,-0.0006989957740315134,-0.0008960229173353705,-0.6747560676499219,-0.7380399431720844
0.07,160.81,82.81,7.94,0.08,0.02,0.01,0.01,0.06,0.08999999999999998,-0.0011046009817467504,-0.0012524751891751507,-0.6744396820860524,-0.7383280614945067
0.08,160.81,82.81,7.87,0.08,0.04,0.0,0.02,0.07,0.08999999999999998,-0.0011053658691594637,-0.0012518001931906553,-0.673988537331232,-0.7387399154700375
0.09,160.81,82.87999999999998,8.0,0.02,0.07,0.03,0.03,0.06,0.08,-0.0014494212141554497,-0.001756840130264059,-0.6748252770504594,-0.7379740226760503
0.1,160.81,82.81,8.439999999999998,0.03,0.03,0.01,0.03,0.06,0.1,-0.0010991255301196767,-0.0012572829822335985,-0.6776548155922789,-0.7353782442166522
0.11,160.88,82.81,7.559999999999999,0.01,0.01,0.15,0.05,0.06,0.08999999999999998,-0.0011723924344091835,-0.001204651470079976,-0.6715387224528958,-0.7409675556710618
0.12,160.94,82.75,7.44,0.08999999999999998,0.08999999999999998,0.05,0.04,0.05,0.08999999999999998,-0.0009304204257701426,-0.0007348188582540492,-0.6703777320303002,-0.7420190636075247
0.13,160.94,82.68999999999998,7.309999999999999,0.01,0.08,0.01,0.03,0.04,0.05,-0.0006330197661764124,-0.00030340010490986774,-0.6695359476406895,-0.7427793225792141
0.14,160.94,82.68999999999998,6.62,0.08999999999999998,0.05,0.12,0.04,0.03,0.04,-0.0006348351685642462,-0.0002995829714507736,-0.6650512760381173,-0.74679736707786
0.15,161.06,82.62,5.75,0.08999999999999998,0.05,0.03,0.05,0.0,0.06,-0.0003916450025302637,0.00028095932229693643,-0.6585814443675042,-0.7525093014779706
0.16,161.12,82.68999999999998,5.0,0.03,0.01,0.04,0.03,0.0,0.06,-0.0008014058083030823,-0.00017245470055599063,-0.653248747289908,-0.7571429205719837
0.17,161.06,82.75,5.37,0.01,0.19,0.19,0.03,0.0,0.06,-0.0010516198028957672,-0.0006398104570225494,-0.6560815789672417,-0.7546889733381694
0.18,161.06,82.75,5.94,0.05,0.05,0.02,0.04,0.02,0.07,-0.0010484242684357242,-0.0006450334751879616,-0.6598274120507166,-0.7514161769917009
0.19,161.06,82.68999999999998,5.81,0.07,0.17,0.02,0.04,0.0,0.04,-0.0007457570303319587,-0.0002171062087450437,-0.6589750233295849,-0.752164420415589
0.2,161.06,82.62,5.69,0.02,0.04,0.15,0.02,0.02,0.05,-0.0003914978388939588,0.0002811643486181348,-0.6581873411597083,-0.7528540307477704
0.21,161.19,82.68999999999998,5.25,0.08999999999999998,0.01,0.05,0.06,0.0,0.04,-0.0008642823733963494,-0.00012840338775049753,-0.6544410180913268,-0.7561125513891017
0.22,161.25,82.62,5.44,0.04,0.14,0.01,0.03,0.01,0.03,-0.0005635980412263264,0.00040662927886137007,-0.655302037003719,-0.7553666376724975
0.23,161.31,82.62,4.94,0.01,0.08,0.12,0.03,0.01,0.07,-0.0006161873420212488,0.00044867294486561354,-0.6516060670593442,-0.7585571516881253
0.24,161.31,82.68999999999998,4.81,0.0,0.05,0.02,0.04,0.0,0.05,-0.0009729026488858593,-4.615487615616809e-05,-0.6507446189729158,-0.7592960504361641
0.25,161.37,82.68999999999998,4.75,0.04,0.0,0.04,0.04,0.0,0.03,-0.00102697242567297,-6.15264757186651e-06,-0.6499523597762478,-0.7599742596371728
0.26,161.44,82.62,4.31,0.07,0.08999999999999998,0.05,0.03,0.0,0.05,-0.0007310367032677261,0.0005384745427575166,-0.6465679213697355,-0.7628558833004602
0.27,161.37,82.62,5.06,0.04,0.03,0.02,0.03,0.0,0.04,-0.0006710670264123558,0.000487558733830884,-0.6520064108934908,-0.7582129991693071
0.28,161.44,82.62,5.31,0.07,0.04,0.06,0.02,0.01,0.02,-0.0007357078848424513,0.0005320746215552452,-0.6532003909902494,-0.7571845381680022
0.29,161.5,82.62,5.44,0.11,0.0,0.01,0.03,0.0,0.05,-0.0007908515768147438,0.0005705900000411712,-0.6536660475807051,-0.7567824966402531
0.3,161.5,82.56,5.31,0.03,0.01,0.11,0.03,0.0,0.04,-0.0004865681751124312,0.0009980554904616135,-0.6528073794159901,-0.7575231300209102
0.31,161.62,82.56,4.5,0.02,0.04,0.08999999999999998,0.03,0.01,0.05,-0.0005883733770096766,0.0010813803961646216,-0.6466446349303944,-0.7627904040750285
0.32,161.75,82.56,3.56,0.02,0.04,0.16,0.02,0.04,0.03,-0.0006967130647440728,0.0011737033808462138,-0.6395011556067305,-0.7687889235602547
0.33,161.75,82.56,2.94,0.02,0.07,0.03,0.03,0.05,0.01,-0.0006903525516398361,0.0011774557636018423,-0.6353322672600261,-0.7722376882731856
0.34,161.75,82.5,3.12,0.08,0.05,0.0,0.05,0.04,0.02,-0.0003813801063069916,0.0015977311385489967,-0.6365447521937623,-0.7712380179030369
0.35,161.75,82.5,2.87,0.05,0.02,0.04,0.03,0.05,0.01,-0.0003778934928388988,0.0015985593778918838,-0.6348606583237719,-0.7726249066119537
0.36,161.75,82.43999999999998,2.25,0.06,0.07,0.1,0.03,0.06,0.0,-5.522766549184709e-05,0.002019569430330992,-0.6306711571656928,-0.776047556409082
0.37,161.75,82.37,2.44,0.02,0.07,0.01,0.03,0.06,0.01,0.0003069593717286295,0.002508901465176183,-0.6319568905614967,-0.7749994191360574
0.38,161.56,82.37,3.0,0.13,0.02,0.07,0.03,0.03,0.0,0.0004675949962222592,0.002379980593193776,-0.6370048950323953,-0.7708559403364954
0.39,161.56,82.43999999999998,2.5,0.06,0.13,0.0,0.01,0.06,0.03,0.00011189142139649,0.0018889009989574437,-0.6336355851621547,-0.7736293458430465
0.4,161.44,82.43999999999998,3.19,0.08999999999999998,0.0,0.01,0.0,0.03,0.01,0.00020934159289624776,0.00180774329406902,-0.6390814254896078,-0.7691369317842249
0.41,161.44,82.37,2.81,0.01,0.02,0.08999999999999998,0.01,0.04,0.01,0.0005806032053111697,0.002296665473594361,-0.6365270573642724,-0.7712507332060055
0.42,161.56,82.25,2.0,0.03,0.05,0.04,0.01,0.05,0.01,0.0011195696102360567,0.0032113753552540088,-0.6302527946239532,-0.7763825400541362
0.43,161.56,82.31,1.94,0.01,0.01,0.12,0.03,0.07,0.01,0.0008054206152076222,0.002793171469466005,-0.6298467526249415,-0.7767139870625421
0.44,161.69,82.31,1.0,0.12,0.03,0.0,0.01,0.08,0.01,0.000711113875524888,0.0028780960403204103,-0.6225743808357066,-0.7825550148119143
0.45,161.75,82.31,0.75,0.06,0.0,0.02,0.01,0.1,0.01,0.0006633947068732243,0.002918943078202452,-0.6204585807697202,-0.7842335042753491
0.46,161.75,82.31,0.44,0.03,0.03,0.08999999999999998,0.04,0.07,0.0,0.0006712887706839116,0.0029171377439618502,-0.6183347571695345,-0.7859091345409229
0.47,161.5,82.25,1.31,0.01,0.07,0.01,0.01,0.08,0.02,0.0011933043992198716,0.0031622672920290085,-0.6259713984556553,-0.7798386912725324
0.48,161.5,82.31,1.69,0.1,0.02,0.02,0.03,0.06,0.01,0.0008658543299510518,0.002749444267361289,-0.6285545767247561,-0.7777601397158784
0.49,161.56,82.31,1.62,0.04,0.03,0.04,0.03,0.05,0.0,0.0008132174708484069,0.00279091142287724,-0.6276753049809495,-0.7784698202293054
0.5,161.56,82.37,1.87,0.04,0.04,0.05,0.02,0.06,0.01,0.0004910411323046093,0.002375253946603484,-0.6293725513923012,-0.7770999347582274
0.51,161.62,82.43999999999998,1.62,0.05,0.02,0.04,0.04,0.08999999999999998,0.02,7.254610628876222e-05,0.0019296255154485076,-0.6272716328412224,-0.7787981573650131
0.52,161.75,82.43999999999998,1.12,0.1,0.04,0.04,0.04,0.08,0.04,-3.531010620756725e-05,0.0020200158354237163,-0.6229879272052948,-0.782228841737296
0.53,161.81,82.37,1.0,0.05,0.02,0.04,0.04,0.08999999999999998,0.0,0.00028458879905979284,0.002546967429487068,-0.6217617759358504,-0.7832022254508895
0.54,161.81,82.37,0.88,0.01,0.03,0.06,0.01,0.07,0.01,0.00028725582058415633,0.002546668012316955,-0.6209412677141577,-0.7838529033024395
0.55,161.81,82.37,0.69,0.05,0.03,0.01,0.02,0.07,0.0,0.00029147795925979486,0.0025461882237344247,-0.619640737441295,-0.7848813849680326
0.56,161.75,82.37,0.62,0.01,0.04,0.0,0.03,0.07,0.01,0.0003467665994321134,0.0025037099559200304,-0.6195687776743518,-0.78493830389432
0.57,161.81,82.37,0.62,0.05,0.04,0.0,0.02,0.11,0.0,0.00029303328265548045,0.002546009694929352,-0.6191611651054969,-0.7852597554894383
0.58,161.75,82.43999999999998,0.44,0.11,0.04,0.03,0.02,0.08,0.0,-2.332253958757524e-05,0.0020201898024963527,-0.6183351462128551,-0.7859119322463226
0.59,161.75,82.37,0.81,0.03,0.03,0.12,0.04,0.07,0.02,0.0003426148163604425,0.0025042814748876814,-0.6208694024212399,-0.7839099414642439
0.6,161.81,82.31,0.13,0.01,0.08,0.08,0.02,0.08999999999999998,0.0,0.0006254114566058289,0.0029580070845174333,-0.6157974529921211,-0.787898696497852
0.61,161.88,82.31,0.13,0.04,0.03,0.04,0.03,0.08999999999999998,0.01,0.0005626836983066708,0.0030078180863447046,-0.615320125063548,-0.788271387346512
0.62,161.81,82.25,0.06,0.0,0.04,0.11,0.02,0.08,0.02,0.0009489645104826248,0.0033707009021843315,-0.6153156238243646,-0.7882730624088451
0.63,161.81,82.25,0.25,0.0,0.02,0.09,0.025,0.08,0.01,0.0009433743748702202,0.0033722697108891347,-0.6166217836540485,-0.7872517473877625
0.64,161.81,82.25,0.44,0.0,0.0,0.07,0.03,0.08,0.0,0.0009377816457597917,0.0033738292486458765,-0.6179262482846473,-0.7862282680765469
0.65,161.75,82.25,0.56,0.04,0.02,0.04,0.02,0.08999999999999998,0.02,0.0009883894928244543,0.0033321493864805207,-0.6191569704259974,-0.7852595531667075
0.66,161.78,82.31,0.43500000000000005,0.05,0.03,0.11499999999999999,0.035,0.08499999999999999,0.015,0.0006441553328516086,0.002938681600929375,-0.6180964187795664,-0.7860965375233695
0.67,161.81,82.37,0.31,0.06,0.04,0.19,0.05,0.08,0.01,0.0002999198210372061,0.002545207648182668,-0.6170345699795109,-0.7869318721568782
0.68,161.75,82.43999999999998,0.81,0.01,0.01,0.05,0.03,0.08,0.02,-2.9845314938825585e-05,0.002020103966665965,-0.6208695174771336,-0.7839113218706134
0.69,161.75,82.43999999999998,0.69,0.01,0.04,0.08,0.03,0.08,0.04,-2.772985103384473e-05,0.002020134112955152,-0.6200482671807779,-0.7845610649626555
0.7,161.69,82.43999999999998,1.44,0.03,0.03,0.05,0.01,0.07,0.02,1.2831234710811155e-05,0.001978186513125757,-0.6255750530580579,-0.7801614830308446
0.71,161.75,82.37,1.12,0.03,0.05,0.01,0.02,0.07,0.01,0.00033583883756706234,0.002505199172328832,-0.6229878084154683,-0.7822274616472334
0.72,161.69,82.43999999999998,0.94,0.12,0.01,0.03,0.02,0.07,0.02,2.146255214638404e-05,0.0019781116955702727,-0.6221650121919161,-0.7828836338931296
0.73,161.69,82.43999999999998,1.06,0.02,0.03,0.05,0.04,0.06,0.01,1.939106703327531e-05,0.0019781330864773183,-0.6229845047262494,-0.7822316750710551
0.74,161.75,82.5,0.94,0.02,0.01,0.02,0.03,0.08999999999999998,0.0,-0.0003509175488780325,0.0016046969964654267,-0.6217583522369751,-0.7832074139255738
0.75,161.69,82.5,1.25,0.01,0.06,0.02,0.04,0.08,0.02,-0.00030176057239698906,0.001562094783614798,-0.6242805824732515,-0.7811985811221767
0.76,161.69,82.5,1.06,0.01,0.07,0.02,0.03,0.08,0.01,-0.0002991701075537867,0.0015625929741285849,-0.6229844486410356,-0.7822326032273705
0.77,161.62,82.43999999999998,1.12,0.01,0.08999999999999998,0.0,0.03,0.06,0.01,8.096496862980419e-05,0.001929290605705236,-0.6238675244363998,-0.7815277239074958
0.78,161.69,82.31,1.12,0.04,0.06,0.02,0.04,0.08,0.0,0.0007080995510384547,0.002878839138800715,-0.6233935290165443,-0.7819026274802621
0.79,161.69,82.31,1.12,0.02,0.02,0.03,0.03,0.06,0.0,0.0007080995510384547,0.002878839138800715,-0.6233935290165443,-0.7819026274802621
0.8,161.62,82.31,2.0,0.01,0.01,0.11,0.03,0.05,0.05,0.0007495025788640529,0.002835408276668672,-0.629850214931556,-0.77671108235718
0.81,161.69,82.25,1.87,0.03,0.01,0.1,0.04,0.05,0.01,0.001004858220285648,0.0033011913248457425,-0.6284971850444911,-0.7778042046601091
0.82,161.62,82.18999999999998,2.25,0.07,0.08999999999999998,0.01,0.03,0.06,0.03,0.0013722788442943334,0.0036743025458391694,-0.6315419946529809,-0.7753317517948749
0.83,161.69,82.18999999999998,2.0,0.01,0.06,0.07,0.01,0.06,0.03,0.0013162537177108383,0.0037204654344482058,-0.6293785008141571,-0.7770888805831838
0.84,161.72,82.155,1.44,0.015,0.08,0.07500000000000001,0.015,0.07499999999999998,0.035,0.001493267282520692,0.003977535101399287,-0.6253704827588131,-0.7803164157323291
0.85,161.75,82.12,0.88,0.02,0.1,0.08,0.02,0.08999999999999998,0.04,0.0016702411583610908,0.004234499050994212,-0.621345843224998,-0.7835232111554045
